ORD_ID,ORD_DATE,ORD_PRIORITY,ORD_DISCOUNT,QUANTITY_ORDERED_NEW
91331,21/03/2011,Medium,0.08,4
89808,26/04/2013,Medium,0.1,5
86443,29/01/2013,Medium,0.06,8
86050,31/01/2010,Low,0.09,11
86050,31/01/2010,Low,0.09,10
86050,31/01/2010,Low,0,8
90371,21/05/2013,Critical,0,16
90371,21/05/2013,Critical,0.08,9
91434,21/05/2013,Critical,0.09,3
90712,24/03/2012,Critical,0,4
90712,24/03/2012,Critical,0.03,6
89851,30/08/2011,High,0.1,1
89506,21/03/2011,Critical,0.07,3
89506,21/03/2011,Critical,0,11
88680,03/05/2013,Low,0.03,7
89570,18/10/2013,Medium,0.07,20
86922,10/07/2013,High,0.05,14
86922,10/07/2013,High,0.09,8
90529,28/04/2013,Low,0.05,2
87772,17/04/2010,Low,0.02,10
90324,09/06/2011,Medium,0,6
86365,07/07/2013,Low,0.09,11
88792,15/08/2013,Critical,0.05,3
87738,25/12/2013,Not Specified,0.1,23
89421,06/02/2012,Critical,0.03,10
89421,06/02/2012,Critical,0.06,9
86325,30/10/2013,High,0.1,8
86325,30/10/2013,High,0.01,17
91441,26/11/2012,High,0.03,24
91441,26/11/2012,High,0.04,20
91441,26/11/2012,High,0.05,38
91441,26/11/2012,High,0.04,8
86459,26/02/2010,Critical,0.09,5
85931,26/07/2012,Medium,0.04,11
90840,01/07/2012,Low,0.02,11
86507,14/01/2010,Not Specified,0.1,4
86507,14/01/2010,Not Specified,0.07,2
86507,14/01/2010,Not Specified,0.01,1
86507,14/01/2010,Not Specified,0.02,4
89492,25/07/2012,Critical,0.04,7
89492,25/07/2012,Critical,0.06,14
89619,05/08/2013,High,0.07,9
89619,05/08/2013,High,0.03,21
89162,10/02/2013,Not Specified,0.05,6
90176,08/02/2011,Critical,0.04,9
90176,08/02/2011,Critical,0.06,6
89227,25/04/2012,Critical,0.1,6
91445,10/05/2012,High,0.06,2
91445,10/05/2012,High,0.01,3
91341,26/03/2012,Medium,0.08,10
91341,26/03/2012,Medium,0.05,12
88876,13/09/2012,Critical,0.08,22
88926,05/09/2013,Critical,0.02,8
87810,27/09/2013,Low,0.07,3
87810,27/09/2013,Low,0.01,19
87810,27/09/2013,Low,0.09,14
89016,28/12/2013,Medium,0.08,20
87079,25/11/2010,Medium,0.05,30
86506,25/07/2013,Medium,0.07,10
90846,25/11/2011,Low,0.09,17
90260,26/12/2011,Medium,0.08,2
90260,26/12/2011,Medium,0.1,19
86011,08/05/2010,Not Specified,0.03,1
87304,07/05/2013,Medium,0.06,3
87304,07/05/2013,Medium,0.02,16
91285,03/07/2010,High,0.03,2
91289,03/07/2013,High,0.07,13
87691,16/07/2013,Medium,0.01,8
87691,16/07/2013,Medium,0.06,1
87401,27/09/2012,High,0.05,21
89263,09/04/2012,Critical,0.1,6
89792,01/05/2012,Medium,0.09,5
85945,21/09/2013,Low,0.08,8
87671,14/05/2010,Critical,0.01,13
89575,27/07/2012,Medium,0.06,5
89575,27/07/2012,Medium,0.04,14
87307,21/08/2011,Medium,0.1,14
88650,26/09/2011,Low,0.05,3
88592,21/06/2011,High,0.09,9
87126,12/05/2013,Low,0.02,9
86029,07/07/2013,Critical,0.07,15
87327,22/09/2013,Medium,0.01,12
87327,22/09/2013,Medium,0.08,19
87327,22/09/2013,Medium,0.02,23
87327,22/09/2013,Medium,0.07,13
88745,16/01/2010,Low,0.04,5
88745,16/01/2010,Low,0.01,6
89669,01/11/2011,Low,0.06,9
89669,01/11/2011,Low,0.06,7
90226,22/06/2012,Critical,0.01,13
91343,14/07/2013,Low,0.03,6
91338,14/07/2011,Low,0.01,14
87505,24/10/2013,High,0.07,5
90325,15/02/2012,Low,0.1,8
90325,15/02/2012,Low,0.09,6
86439,14/09/2011,Not Specified,0.1,10
86445,14/09/2013,Not Specified,0.1,10
87976,19/11/2013,Medium,0.05,23
87976,19/11/2013,Medium,0.03,43
88479,15/07/2010,High,0.02,15
88479,15/07/2010,High,0,1
86080,07/02/2012,Critical,0.08,12
86080,07/02/2012,Critical,0.02,10
86549,29/11/2011,Low,0.08,3
86300,25/07/2011,Medium,0.02,12
86300,25/07/2011,Medium,0.07,8
91176,23/10/2011,Not Specified,0.06,16
89514,10/02/2010,Critical,0.01,2
91003,16/02/2013,Low,0,9
91003,16/02/2013,Low,0.03,2
91003,16/02/2013,Low,0.01,11
91003,16/02/2013,Low,0,11
87330,28/10/2012,Low,0.08,24
86373,24/08/2010,Not Specified,0.03,12
86297,21/01/2010,High,0.05,9
90161,01/02/2012,Critical,0.03,1
88990,09/06/2012,Low,0.06,2
89815,27/01/2013,Medium,0.09,9
91447,08/04/2010,Not Specified,0.08,9
87645,18/08/2013,Low,0.09,12
86751,26/03/2010,Not Specified,0.07,5
86751,26/03/2010,Not Specified,0.03,7
88837,26/09/2010,Critical,0,12
87816,21/08/2011,Low,0.02,6
87821,21/08/2013,Low,0,4
91349,29/08/2013,High,0.01,5
86023,24/09/2012,Low,0.06,20
86023,24/09/2012,Low,0.06,1
86023,24/09/2012,Low,0.06,17
86023,24/09/2012,Low,0,9
91452,29/07/2012,Not Specified,0,4
89778,22/08/2011,Medium,0.09,9
91345,28/08/2011,Low,0.05,9
87567,03/10/2013,High,0.04,8
88997,23/11/2013,Medium,0,19
88997,23/11/2013,Medium,0.1,3
88997,23/11/2013,Medium,0.03,5
87526,20/04/2012,Low,0.03,1
90723,18/08/2013,Low,0.08,20
90723,18/08/2013,Low,0.01,22
86414,18/10/2011,Low,0.06,14
86730,01/08/2013,High,0.04,21
89391,20/03/2012,Low,0.09,14
91444,01/06/2011,High,0.04,1
91444,01/06/2011,High,0.02,14
88929,01/05/2010,Not Specified,0.07,1
88214,06/05/2011,Low,0.1,8
88214,06/05/2011,Low,0.1,16
91208,11/05/2013,Critical,0.04,1
91208,11/05/2013,Critical,0.09,10
91455,05/11/2012,Not Specified,0.09,8
90905,05/08/2010,Low,0.09,18
86947,15/11/2013,High,0.02,9
91136,26/08/2013,High,0.08,5
87658,27/06/2012,Medium,0.08,11
88322,15/10/2011,Critical,0.04,12
88322,15/10/2011,Critical,0.09,15
88328,15/10/2013,Critical,0.03,12
88233,17/10/2010,High,0,4
88988,04/08/2013,Low,0.06,10
88985,04/08/2011,Low,0.03,15
91319,28/11/2012,High,0.09,20
86707,25/05/2013,Medium,0.04,5
86700,25/05/2011,Medium,0.03,15
91430,08/03/2013,Low,0.1,4
91430,08/03/2013,Low,0,5
87018,26/06/2012,Low,0.08,4
87422,11/11/2013,High,0,15
87422,11/11/2013,High,0,22
88778,10/01/2013,Critical,0.09,9
89275,04/01/2013,Critical,0,10
89275,04/01/2013,Critical,0.02,1
89342,27/07/2012,Critical,0.07,12
91155,23/07/2012,Low,0.04,4
91155,23/07/2012,Low,0.08,14
89532,21/03/2013,Low,0.05,6
89532,21/03/2013,Low,0,6
86630,05/06/2011,Critical,0.06,2
86630,05/06/2011,Critical,0.06,10
86595,28/08/2011,Critical,0.08,20
86595,28/08/2011,Critical,0.04,21
88285,11/07/2012,Critical,0.02,5
91386,17/09/2010,Low,0.1,5
91386,17/09/2010,Low,0.01,4
91104,11/08/2012,Critical,0.05,10
91460,20/08/2012,High,0,4
91460,20/08/2012,High,0.03,5
90857,11/08/2011,Not Specified,0.02,9
89425,07/11/2013,Not Specified,0.02,34
88647,09/03/2011,Low,0.09,11
87295,16/09/2013,Critical,0.02,8
87295,16/09/2013,Critical,0.04,15
89142,19/05/2012,High,0.07,17
88794,09/01/2010,Not Specified,0.09,6
88794,09/01/2010,Not Specified,0.01,3
88794,09/01/2010,Not Specified,0.05,11
87210,27/11/2011,Low,0.03,20
87210,27/11/2011,Low,0.1,17
91413,09/09/2013,Medium,0,6
87440,26/05/2012,High,0.1,12
89384,19/10/2012,Not Specified,0.07,16
89384,19/10/2012,Not Specified,0.01,5
89280,29/01/2011,Medium,0.08,4
86789,16/01/2010,Medium,0.1,12
86789,16/01/2010,Medium,0.03,10
88802,28/07/2011,High,0.1,1
91464,21/05/2013,Critical,0.03,15
91013,31/07/2012,High,0.02,5
91013,31/07/2012,High,0.06,10
91421,16/07/2011,Medium,0.06,3
91118,02/07/2012,Not Specified,0.09,5
89371,22/10/2013,Low,0.04,19
89371,22/10/2013,Low,0.05,6
90603,13/08/2012,Critical,0.03,3
89525,18/12/2010,Low,0.1,21
89930,06/09/2011,Low,0.06,15
89930,06/09/2011,Low,0.09,14
91466,08/11/2010,Low,0.05,2
91468,08/11/2013,Low,0.06,13
91468,08/11/2013,Low,0.06,45
91466,08/11/2010,Low,0,36
87054,15/09/2013,High,0.03,15
87054,15/09/2013,High,0.05,20
87359,07/05/2012,High,0.08,3
86410,29/06/2010,Medium,0.08,13
87237,18/12/2012,Medium,0.04,7
87237,18/12/2012,Medium,0.01,21
86598,18/05/2013,Low,0,12
90048,29/10/2010,Medium,0.03,3
87050,27/07/2012,Medium,0.08,4
87050,27/07/2012,Medium,0.05,16
88948,25/06/2012,High,0.07,5
89456,18/03/2010,Medium,0.01,8
89464,18/03/2013,Medium,0.07,2
91426,12/05/2012,Not Specified,0.03,6
91426,12/05/2012,Not Specified,0.07,6
91442,13/09/2013,Low,0.05,26
91442,13/09/2013,Low,0.02,14
91404,28/10/2012,Low,0.07,11
91404,28/10/2012,Low,0,5
86652,20/07/2013,Low,0.03,13
86652,20/07/2013,Low,0.07,2
88830,05/02/2012,Low,0.06,11
85921,05/10/2012,Medium,0.07,3
85921,05/10/2012,Medium,0.07,12
88102,16/02/2010,Low,0.04,9
88102,16/02/2010,Low,0.07,4
89315,17/06/2010,Low,0,10
90573,02/12/2012,Medium,0.09,13
88182,12/03/2013,High,0.06,7
89998,19/11/2012,Not Specified,0.07,7
89998,19/11/2012,Not Specified,0.09,14
88297,17/07/2010,Medium,0.07,15
91471,05/05/2013,Not Specified,0.08,13
88045,23/05/2013,Medium,0.08,9
87148,26/12/2010,Low,0.04,22
91479,14/12/2013,Medium,0.02,1
90496,02/07/2012,Critical,0.07,7
90496,02/07/2012,Critical,0.01,1
90774,27/12/2013,Critical,0.03,17
90892,25/11/2011,High,0,31
90892,25/11/2011,High,0.08,14
90379,02/02/2011,Not Specified,0.02,3
90379,02/02/2011,Not Specified,0.07,9
90379,02/02/2011,Not Specified,0.1,6
90659,14/10/2013,Not Specified,0.06,25
90659,14/10/2013,Not Specified,0.02,20
89331,18/02/2013,Not Specified,0.03,1
91160,20/10/2011,Low,0.1,2
91160,20/10/2011,Low,0.02,12
91482,25/11/2010,Medium,0.05,6
89784,09/11/2012,Medium,0.02,26
88600,15/07/2010,High,0.08,12
88600,15/07/2010,High,0.01,1
88600,15/07/2010,High,0.03,2
89963,04/11/2011,Critical,0.01,30
86559,30/08/2011,High,0.02,4
86559,30/08/2011,High,0,7
89089,19/08/2013,High,0.07,23
89828,01/11/2013,Low,0.01,40
91491,05/11/2013,Medium,0.01,12
91488,05/11/2010,Medium,0.02,3
88153,15/02/2013,Low,0.04,12
88153,15/02/2013,Low,0.07,1
85915,07/01/2010,High,0.07,3
87128,23/07/2011,High,0.01,1
87128,23/07/2011,High,0.06,1
87128,23/07/2011,High,0.02,11
90173,01/11/2013,Critical,0,41
89682,31/10/2011,High,0.09,23
88609,07/08/2013,Low,0.02,23
90578,20/05/2010,Not Specified,0.01,12
90578,20/05/2010,Not Specified,0,18
91106,10/10/2013,Not Specified,0.1,6
91106,10/10/2013,Not Specified,0.08,25
89920,18/04/2013,Critical,0,1
87139,31/10/2011,Medium,0,4
87139,31/10/2011,Medium,0.07,10
87139,31/10/2011,Medium,0.06,1
90404,05/01/2010,Not Specified,0.08,1
87991,29/07/2013,Medium,0.07,12
87991,29/07/2013,Medium,0.07,7
90436,09/12/2013,Critical,0.08,20
90436,09/12/2013,Critical,0.08,6
90436,09/12/2013,Critical,0.09,22
87064,19/12/2012,Medium,0.1,19
91108,24/03/2010,Not Specified,0.1,11
89783,18/07/2012,Medium,0.09,1
91494,31/03/2012,Critical,0.05,3
86066,23/09/2011,High,0,20
88844,04/02/2012,Not Specified,0.1,3
87675,02/02/2013,Low,0.03,6
87675,02/02/2013,Low,0.01,10
89746,24/10/2011,Critical,0.03,7
89750,24/10/2013,Critical,0.01,4
89479,08/10/2013,Low,0.09,4
89935,18/03/2012,Critical,0,2
89935,18/03/2012,Critical,0.1,13
91497,15/09/2012,High,0.03,11
91497,15/09/2012,High,0.05,19
90296,25/06/2010,Not Specified,0.07,10
88750,22/05/2013,High,0.05,7
87913,19/08/2013,Not Specified,0.04,24
87913,19/08/2013,Not Specified,0.07,10
88136,27/08/2010,Medium,0.04,7
88149,27/08/2013,Medium,0,10
88136,27/08/2010,Medium,0.02,8
88136,27/08/2010,Medium,0.05,7
91505,16/12/2012,Low,0.01,16
91505,16/12/2012,Low,0,19
91505,16/12/2012,Low,0.02,21
86488,15/09/2013,High,0.04,9
86488,15/09/2013,High,0.04,6
87604,21/03/2011,High,0.05,5
89553,29/03/2013,Medium,0.02,13
91510,18/11/2012,High,0.07,27
91510,18/11/2012,High,0.06,23
85867,03/11/2010,High,0.09,17
89952,01/02/2013,Critical,0.06,9
86052,04/07/2010,Critical,0.03,2
90787,16/11/2010,High,0.04,37
91437,28/10/2010,High,0.09,6
86382,15/02/2010,Low,0.07,3
87538,07/05/2011,Critical,0.01,7
90000,21/01/2010,Not Specified,0.04,8
90000,21/01/2010,Not Specified,0.09,5
90006,21/01/2013,Not Specified,0.07,11
88098,16/12/2012,Medium,0.08,25
88098,16/12/2012,Medium,0.06,11
87873,09/09/2013,Medium,0.07,26
87873,09/09/2013,Medium,0.02,11
87856,21/06/2012,Critical,0.02,3
87869,21/06/2012,High,0.1,20
87869,21/06/2012,High,0.02,14
91311,27/08/2011,Critical,0.1,18
89954,07/07/2013,Medium,0.05,5
88958,17/01/2010,Not Specified,0.05,10
89847,27/03/2010,Medium,0.06,10
89847,27/03/2010,Medium,0.05,12
89854,27/03/2013,Medium,0.01,1
89847,27/03/2010,Medium,0.1,10
89496,26/10/2013,High,0.04,5
89496,26/10/2013,High,0.03,7
89496,26/10/2013,High,0,22
88141,10/01/2012,Critical,0,4
91517,03/03/2013,High,0.03,9
91517,03/03/2013,High,0.05,6
91517,03/03/2013,High,0.03,2
89064,26/07/2013,Low,0.07,11
87154,02/05/2012,Low,0.05,3
87154,02/05/2012,Low,0.09,5
91390,15/02/2011,Low,0.06,8
91390,15/02/2011,Low,0.08,6
86601,09/01/2011,Low,0.05,12
88621,24/02/2012,High,0.04,1
88621,24/02/2012,High,0.1,7
89907,26/01/2013,Low,0.08,1
89907,26/01/2013,Low,0.01,12
88834,16/09/2013,Critical,0.05,18
86967,17/12/2011,Critical,0.09,7
86967,17/12/2011,Critical,0.04,1
89078,29/09/2011,Not Specified,0.1,6
90844,14/04/2010,Low,0.09,4
89431,24/01/2010,Low,0.08,1
88617,31/05/2013,High,0.02,13
88617,31/05/2013,High,0.1,3
86244,24/08/2013,High,0.08,12
86244,24/08/2013,High,0.02,9
85899,19/02/2011,High,0.05,1
90376,15/07/2012,High,0.06,16
87258,05/08/2010,Medium,0,12
87901,25/01/2012,High,0.02,7
91307,15/02/2013,Not Specified,0.01,8
91304,15/02/2010,Not Specified,0.1,9
91031,19/06/2011,Low,0,8
88284,24/11/2011,Medium,0.08,35
90210,12/11/2012,Critical,0.01,39
90210,12/11/2012,Critical,0.06,24
86440,21/11/2011,Critical,0,16
86741,03/08/2011,Critical,0.09,3
91207,27/04/2013,Medium,0.01,1
89628,13/02/2013,Not Specified,0,8
89628,13/02/2013,Not Specified,0.09,1
88902,28/08/2013,Low,0.01,12
89497,20/11/2010,Low,0.02,3
89497,20/11/2010,Low,0.08,4
89004,12/03/2010,High,0.1,5
89004,12/03/2010,High,0.05,9
89445,06/01/2013,Not Specified,0.07,7
89443,06/01/2011,Not Specified,0.04,7
86418,10/12/2012,High,0,16
88880,15/04/2010,Not Specified,0.09,12
88887,15/04/2013,Not Specified,0.1,10
86895,19/06/2013,Medium,0.05,7
86895,19/06/2013,Medium,0.1,11
86895,19/06/2013,Medium,0.02,18
89076,25/06/2010,Not Specified,0.04,15
87379,30/11/2012,Not Specified,0.08,5
87379,30/11/2012,Not Specified,0.04,14
85904,03/11/2012,Not Specified,0.01,9
89875,24/06/2011,Critical,0.08,7
90663,20/03/2011,Medium,0.02,12
86879,31/03/2013,Low,0.01,5
90564,19/01/2013,High,0.01,1
86657,22/04/2012,Critical,0,12
87827,11/05/2013,High,0.08,11
87824,11/05/2010,High,0.03,7
87824,11/05/2010,High,0.03,2
87827,11/05/2013,High,0.09,4
89631,27/03/2010,Not Specified,0.01,3
88580,21/07/2010,Not Specified,0.1,1
88936,31/07/2012,High,0.06,7
88936,31/07/2012,High,0.04,6
89786,27/04/2013,High,0.1,6
86635,10/02/2013,Not Specified,0.03,2
87719,06/10/2013,Medium,0.09,6
87719,06/10/2013,Medium,0.07,4
90780,02/08/2013,Low,0.07,9
90780,02/08/2013,Low,0.01,25
90780,02/08/2013,Low,0.05,8
89510,04/01/2012,Low,0.08,14
86420,19/10/2013,High,0.08,15
91521,14/06/2011,High,0.04,8
86040,18/09/2013,Critical,0.07,26
86040,18/09/2013,Critical,0.06,14
86040,18/09/2013,Critical,0.04,13
87506,25/09/2011,Low,0.09,15
87506,25/09/2011,Low,0.07,16
90508,02/12/2012,High,0.03,21
90508,02/12/2012,High,0.06,6
88270,13/08/2011,Medium,0.07,12
88270,13/08/2011,Medium,0.02,4
87063,06/06/2012,Low,0.1,9
87205,19/06/2013,Critical,0.08,16
91453,21/07/2013,Medium,0.02,4
91453,21/07/2013,Medium,0.01,8
91036,28/08/2010,Low,0.09,4
88347,16/12/2013,Not Specified,0.05,23
88347,16/12/2013,Not Specified,0.01,1
88347,16/12/2013,Not Specified,0.07,10
88384,11/10/2012,Medium,0.03,1
90503,04/10/2011,Critical,0.06,7
86109,06/10/2011,Low,0.06,19
90157,18/08/2012,High,0.04,5
90795,03/04/2013,Critical,0.04,11
89033,01/03/2013,High,0.05,12
87311,13/03/2013,Critical,0.06,2
89328,31/08/2011,Not Specified,0.05,18
86263,12/07/2010,High,0.04,2
86263,12/07/2010,High,0.07,1
90566,24/11/2013,Low,0.07,32
88226,25/05/2012,Low,0.08,18
89035,16/07/2013,Not Specified,0.02,6
88276,27/04/2013,High,0.03,13
88276,27/04/2013,High,0.06,1
88068,07/05/2013,High,0.06,1
90462,26/07/2010,Low,0.07,5
90462,26/07/2010,Low,0.05,4
90462,26/07/2010,Low,0.06,9
89349,07/04/2012,Low,0,10
88882,01/10/2010,Medium,0.08,16
87667,02/09/2013,Not Specified,0,7
87105,06/02/2011,Not Specified,0.08,1
87105,06/02/2011,Not Specified,0,6
87105,06/02/2011,Not Specified,0.08,1
90486,19/09/2013,Not Specified,0.07,14
85877,08/10/2013,High,0.02,14
85877,08/10/2013,High,0.09,17
85877,08/10/2013,High,0.05,6
91363,28/08/2010,Not Specified,0.05,15
90234,17/10/2012,Not Specified,0.05,6
90628,04/08/2013,High,0.06,23
90118,23/09/2011,Not Specified,0.08,10
86237,10/02/2012,Critical,0.01,9
86237,10/02/2012,Critical,0,1
86237,10/02/2012,Critical,0.06,2
90477,27/06/2013,Critical,0.03,6
88628,22/02/2012,Critical,0.06,5
88060,11/01/2010,Not Specified,0.08,5
88060,11/01/2010,Not Specified,0.02,11
88060,11/01/2010,Not Specified,0.06,5
88060,11/01/2010,Not Specified,0.05,7
88060,11/01/2010,Not Specified,0.03,5
91314,02/03/2012,Critical,0.06,5
88946,19/12/2011,Low,0.03,6
87797,29/04/2011,Critical,0,5
87647,22/06/2011,Not Specified,0.03,8
91236,20/08/2010,Not Specified,0.04,14
91236,20/08/2010,Not Specified,0.02,1
91236,20/08/2010,Not Specified,0.05,21
88178,06/11/2011,Low,0,39
88178,06/11/2011,Low,0.06,37
88178,06/11/2011,Low,0.04,23
88178,06/11/2011,Low,0.01,33
86430,20/09/2013,Not Specified,0,3
86430,20/09/2013,Not Specified,0.09,8
90134,14/06/2011,Critical,0,5
90134,14/06/2011,Critical,0.02,2
90134,14/06/2011,Critical,0.09,18
90134,14/06/2011,Critical,0.04,5
89060,30/03/2011,Low,0.05,9
86557,27/02/2011,Not Specified,0.06,8
87353,07/01/2013,Low,0.05,9
90428,18/10/2013,Not Specified,0.05,6
91273,03/05/2012,Low,0.03,18
86842,19/01/2013,Low,0,4
88796,02/02/2012,Critical,0.1,8
88796,02/02/2012,Critical,0.09,4
88151,31/07/2010,Critical,0.03,7
87626,25/10/2012,High,0.1,9
87626,25/10/2012,High,0.07,13
87552,10/01/2010,Medium,0,8
88014,23/03/2010,High,0.05,5
88021,23/03/2013,High,0.01,7
89685,03/11/2013,Not Specified,0.06,5
89685,03/11/2013,Not Specified,0.05,45
89853,28/03/2012,Low,0.04,1
90456,28/10/2012,Not Specified,0.1,9
90456,28/10/2012,Not Specified,0.07,10
90456,28/10/2012,Not Specified,0.02,17
90842,05/02/2013,Not Specified,0.02,7
89101,29/04/2013,High,0.04,10
91076,24/07/2010,Low,0.05,9
89624,01/09/2012,Critical,0.1,6
86241,07/02/2013,High,0.06,11
89036,21/08/2013,Critical,0.06,17
85910,09/09/2012,Not Specified,0.1,13
91523,15/08/2013,High,0.02,7
91522,15/08/2010,High,0.1,12
91522,15/08/2010,High,0.1,23
90369,02/11/2012,Not Specified,0.07,18
89672,03/09/2012,High,0.02,1
86049,17/10/2013,Critical,0.05,16
86981,24/08/2011,High,0.04,22
86981,24/08/2011,High,0.03,13
87412,13/02/2013,Not Specified,0.1,4
91154,14/05/2012,High,0.02,2
86141,08/10/2013,Low,0.08,2
91254,11/02/2012,High,0.08,3
91254,11/02/2012,High,0.04,11
91254,11/02/2012,High,0.02,10
86413,29/09/2011,Low,0,11
86413,29/09/2011,Low,0.04,2
90447,07/02/2013,Medium,0.05,11
90851,07/10/2011,Critical,0.03,22
90851,07/10/2011,Critical,0.03,8
90851,07/10/2011,Critical,0.01,12
90539,01/07/2010,Low,0.07,8
89450,01/07/2010,Low,0.04,1
90183,28/03/2013,Not Specified,0.1,1
89760,06/09/2013,High,0,8
91321,05/09/2010,High,0.05,18
91321,05/09/2010,High,0.03,15
86386,14/05/2011,Medium,0.04,13
86200,30/06/2011,Low,0.04,10
88613,01/04/2011,Medium,0.05,5
91451,30/06/2010,Low,0.04,16
91423,24/12/2013,Low,0.01,13
91423,24/12/2013,Low,0.04,9
86953,02/05/2011,High,0.05,14
86953,02/05/2011,High,0.07,4
89127,28/09/2013,Medium,0.02,15
91409,31/07/2011,Low,0.03,12
91017,07/04/2010,Not Specified,0.08,5
91017,07/04/2010,Not Specified,0.02,1
89766,09/05/2012,Not Specified,0.08,6
89766,09/05/2012,Not Specified,0.04,9
85990,05/08/2010,Low,0.01,19
86402,11/12/2011,High,0.04,13
91477,01/02/2013,Critical,0.08,8
89805,10/03/2010,Medium,0.1,9
89805,10/03/2010,Medium,0,6
89146,15/02/2010,Low,0.09,1
89146,15/02/2010,Low,0.09,1
90474,18/07/2011,Medium,0.01,1
90609,30/08/2011,Low,0.06,10
90609,30/08/2011,Low,0.09,17
90609,30/08/2011,Low,0.03,3
87026,11/12/2013,Low,0.04,21
87198,24/08/2011,Low,0.1,10
87198,24/08/2011,Low,0.03,9
85980,13/07/2010,Medium,0.08,14
91262,26/04/2010,Low,0.03,5
87145,19/07/2013,Medium,0.07,4
87430,31/08/2012,Critical,0.05,19
86019,16/12/2011,Medium,0.07,4
88785,03/03/2011,Low,0.08,7
88785,03/03/2011,Low,0.05,7
90354,23/10/2010,Not Specified,0.06,2
90354,23/10/2010,Not Specified,0.07,9
88953,05/05/2011,Low,0.04,17
87409,18/11/2011,Medium,0.05,28
87737,19/11/2013,High,0,38
90769,03/09/2012,Not Specified,0.1,2
90769,03/09/2012,Not Specified,0.01,18
89220,20/01/2011,Critical,0.09,7
90811,10/01/2013,Critical,0.09,10
91002,06/07/2012,Not Specified,0.05,13
86014,23/11/2010,Low,0.07,31
88666,14/01/2010,Critical,0.08,7
88673,14/01/2013,Critical,0.02,6
88666,14/01/2010,Critical,0.1,3
90858,28/04/2012,Low,0.04,3
91525,01/11/2011,Not Specified,0.01,39
91533,09/12/2013,Medium,0.06,2
91533,09/12/2013,Medium,0.06,23
91533,09/12/2013,Medium,0.09,15
89756,27/07/2012,Low,0.08,5
86129,13/03/2012,Low,0.1,6
89763,18/01/2011,Not Specified,0.09,2
88308,04/06/2013,Critical,0.03,6
91530,28/05/2013,High,0.1,13
91079,25/01/2011,Critical,0.01,11
88772,28/02/2011,Low,0.05,4
87407,09/11/2010,High,0.02,3
91534,07/05/2012,Medium,0.03,15
91534,07/05/2012,Medium,0.01,4
90015,05/11/2011,Not Specified,0.1,25
90015,05/11/2011,Not Specified,0.1,37
87794,10/07/2013,Not Specified,0.04,8
87865,12/10/2011,Critical,0.1,1
87865,12/10/2011,Critical,0.08,10
87865,12/10/2011,Critical,0.07,1
88763,05/09/2013,Low,0.04,14
86058,29/09/2012,Critical,0.16,24
87840,16/09/2013,High,0.04,23
86441,07/02/2012,Medium,0.01,10
91151,24/07/2013,Critical,0.03,15
88815,04/11/2010,Critical,0.05,26
88846,22/11/2012,Medium,0,13
89028,09/08/2011,High,0.08,1
91090,23/10/2010,Medium,0.06,5
91100,23/10/2013,Medium,0.01,13
91270,12/01/2011,Critical,0.08,4
88813,24/11/2013,Medium,0.02,41
88813,24/11/2013,Medium,0.08,26
86319,04/02/2012,High,0.08,14
87683,28/09/2011,Critical,0,7
88593,02/08/2011,Not Specified,0.01,3
88593,02/08/2011,Not Specified,0.06,11
88597,02/08/2013,Not Specified,0.01,6
91192,10/12/2013,Not Specified,0.09,7
86453,08/06/2013,Medium,0.04,4
86453,08/06/2013,Medium,0.08,4
87503,18/04/2013,Not Specified,0.03,11
87994,15/04/2010,Not Specified,0.01,7
85954,02/12/2011,Not Specified,0.06,11
91102,19/07/2011,Not Specified,0.01,14
91102,19/07/2011,Not Specified,0.06,3
86266,02/04/2013,Medium,0.1,11
86193,24/07/2011,Medium,0.1,6
86193,24/07/2011,Medium,0.07,4
86193,24/07/2011,Medium,0.03,14
91368,09/06/2011,Medium,0,12
85957,07/10/2012,High,0.06,14
89557,14/08/2013,High,0.02,7
89541,14/08/2011,High,0.01,14
90348,22/04/2013,High,0.04,1
90348,22/04/2013,High,0,5
91291,18/10/2012,High,0.01,7
91291,18/10/2012,High,0.02,24
87328,05/06/2011,Critical,0.08,15
86064,08/10/2010,Critical,0.07,10
86339,17/07/2011,High,0.05,12
86343,17/07/2013,High,0.1,16
88811,18/01/2013,High,0.02,8
88799,18/01/2011,High,0.05,1
88799,18/01/2011,High,0.05,6
88799,18/01/2011,High,0.07,8
87612,11/09/2011,Medium,0.02,13
91537,22/04/2011,Low,0.03,3
91326,13/03/2013,Not Specified,0.09,7
91326,13/03/2013,Not Specified,0.02,3
86188,05/02/2013,Medium,0.08,4
86015,04/06/2011,Low,0.03,7
87495,28/04/2012,Low,0.1,8
90841,12/11/2012,Critical,0.08,18
90841,12/11/2012,Critical,0.01,32
86087,29/11/2011,Not Specified,0.02,3
86091,29/11/2013,Not Specified,0.04,14
86087,29/11/2011,Not Specified,0.04,2
88933,10/01/2012,Not Specified,0.07,11
88933,10/01/2012,Not Specified,0.07,8
86176,26/07/2011,High,0.02,6
88414,21/03/2012,Low,0.02,2
88771,10/08/2013,Not Specified,0.02,21
90676,02/03/2011,Medium,0.02,3
90676,02/03/2011,Medium,0.08,9
90676,02/03/2011,Medium,0.06,3
89009,07/06/2011,Medium,0.09,2
89009,07/06/2011,Medium,0.1,5
90156,18/04/2012,Critical,0.04,1
91518,06/04/2013,Medium,0.09,10
