PROD_ID,PROD_NAME,UNIT_PRICE,PROD_CATEGORY,PROD_SUB_CATEGORY,PROD_CONTAINER,PROD_BASE_MARGIN
3607,Avery 504,2.88,Office Supplies,Labels,Small Box,0.36
3608,"GBC White Gloss Covers, Plain Front",14.48,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3609,Luxo Professional Combination Clamp-On Lamps,102.3,Furniture,Office Furnishings,Large Box,0.59
3610,Avery 487,3.69,Office Supplies,Labels,Small Box,0.38
3611,Global Deluxe Office Fabric Chairs,95.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.58
3612,Riverside Furniture Stanwyck Manor Table Series,286.85,Furniture,Tables,Jumbo Box,0.78
3613,Ibico Hi-Tech Manual Binding System,304.99,Office Supplies,Binders and Binder Accessories,Small Box,0.40
3614,Avery 498,2.89,Office Supplies,Labels,Small Box,0.38
3615,i1000plus,125.99,Technology,Telephones and Communication,Small Box,0.57
3616,"Wilson Jones Hanging View Binder, White, 1""",7.1,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3617,Computer Printout Paper with Letter-Trim Perforations,18.97,Office Supplies,Paper,Small Box,0.37
3618,Accessory28,55.99,Technology,Telephones and Communication,Small Pack,0.83
3619,SAFCO Folding Chair Trolley,128.24,Furniture,Chairs & Chairmats,Medium Box,0.57
3620,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,160.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.62
3621,"Sauder Forest Hills Library, Woodland Oak Finish",140.98,Furniture,Bookcases,Jumbo Box,0.77
3622,Talkabout T8367,65.99,Technology,Telephones and Communication,Small Box,0.56
3623,"Avery Flip-Chart Easel Binder, Black",22.38,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3624,Storex Dura Pro™ Binders,5.94,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3625,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",6.98,Office Supplies,Paper,Wrap Bag,0.38
3626,Luxo Professional Combination Clamp-On Lamps,102.3,Furniture,Office Furnishings,Large Box,0.59
3627,Telescoping Adjustable Floor Lamp,19.99,Furniture,Office Furnishings,Large Box,0.60
3628,Xerox 1951,30.98,Office Supplies,Paper,Small Box,0.40
3629,Lexmark 4227 Plus Dot Matrix Printer,2036.48,Technology,Office Machines,Jumbo Drum,0.55
3630,Belkin Premiere Surge Master II 8-outlet surge protector,48.58,Office Supplies,Appliances,Small Box,0.56
3631,"Dana Fluorescent Magnifying Lamp, White, 36""",50.98,Furniture,Office Furnishings,Large Box,0.55
3632,Talkabout T8367,65.99,Technology,Telephones and Communication,Small Box,0.56
3633,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,131.12,Office Supplies,Appliances,Small Box,0.55
3634,#10 Self-Seal White Envelopes,11.09,Office Supplies,Envelopes,Small Box,0.36
3635,9-3/4 Diameter Round Wall Clock,13.79,Furniture,Office Furnishings,Small Box,0.43
3636,Xerox 1895,5.98,Office Supplies,Paper,Small Box,0.40
3637,Xerox 1936,19.98,Office Supplies,Paper,Small Box,0.38
3638,Sanford Liquid Accent Highlighters,6.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.48
3639,"Angle-D Binders with Locking Rings, Label Holders",7.3,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3640,"Global Stack Chair without Arms, Black",25.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
3641,Canon PC940 Copier,449.99,Technology,Copiers and Fax,Large Box,0.52
3642,Accessory21,20.99,Technology,Telephones and Communication,Wrap Bag,0.37
3643,Round Ring Binders,2.08,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3644,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",999.99,Technology,Office Machines,Medium Box,0.36
3645,Bionaire 99.97% HEPA Air Cleaner,17.52,Office Supplies,Appliances,Medium Box,0.50
3646,Maxell DVD-RAM Discs,16.48,Technology,Computer Peripherals,Small Pack,0.42
3647,Xerox 1997,6.48,Office Supplies,Paper,Small Box,0.37
3648,Lexmark Z54se Color Inkjet Printer,90.97,Technology,Office Machines,Jumbo Drum,0.36
3649,Unpadded Memo Slips,3.98,Office Supplies,Paper,Wrap Bag,0.35
3650,Accessory27,35.99,Technology,Telephones and Communication,Small Box,0.85
3651,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,Office Supplies,Binders and Binder Accessories,Small Box,0.35
3652,Boston 1730 StandUp Electric Pencil Sharpener,21.38,Office Supplies,Pens & Art Supplies,Small Pack,0.59
3653,Belkin 6 Outlet Metallic Surge Strip,10.89,Office Supplies,Appliances,Small Box,0.59
3654,Belkin F9M820V08 8 Outlet Surge,42.98,Office Supplies,Appliances,Small Box,0.56
3655,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3656,Canon MP41DH Printing Calculator,150.98,Technology,Office Machines,Medium Box,0.38
3657,Filing/Storage Totes and Swivel Casters,9.71,Office Supplies,Storage & Organization,Small Box,0.60
3658,Xerox 194,55.48,Office Supplies,Paper,Small Box,0.37
3659,Newell 323,1.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
3660,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10.64,Furniture,Office Furnishings,Small Box,0.57
3661,Prang Drawing Pencil Set,2.78,Office Supplies,Pens & Art Supplies,Wrap Bag,0.45
3662,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,Office Supplies,Appliances,Jumbo Drum,0.58
3663,Microsoft Natural Multimedia Keyboard,50.98,Technology,Computer Peripherals,Small Box,0.73
3664,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
3665,StarTAC ST7762,125.99,Technology,Telephones and Communication,Small Box,0.57
3666,Xerox 1917,48.91,Office Supplies,Paper,Small Box,0.38
3667,Xerox 1983,5.98,Office Supplies,Paper,Small Box,0.36
3668,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",8.33,Technology,Computer Peripherals,Small Pack,0.52
3669,Accessory13,35.99,Technology,Telephones and Communication,Small Pack,0.57
3670,Recycled Eldon Regeneration Jumbo File,12.28,Office Supplies,Storage & Organization,Small Box,0.57
3671,Xerox 193,5.98,Office Supplies,Paper,Small Box,0.36
3672,Wilson Jones® Four-Pocket Poly Binders,6.54,Office Supplies,Binders and Binder Accessories,Small Box,0.36
3673,Acco® Hot Clips™ Clips to Go,3.29,Office Supplies,Rubber Bands,Wrap Bag,0.40
3674,Okidata ML591 Wide Format Dot Matrix Printer,810.98,Technology,Office Machines,Jumbo Drum,0.56
3675,Storex DuraTech Recycled Plastic Frosted Binders,4.24,Office Supplies,Binders and Binder Accessories,Small Box,0.35
3676,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,179.99,Technology,Telephones and Communication,Medium Box,0.57
3677,V8160,65.99,Technology,Telephones and Communication,Small Box,0.56
3678,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",33.98,Technology,Computer Peripherals,Small Pack,0.45
3679,3390,65.99,Technology,Telephones and Communication,Small Box,0.57
3680,"Eldon® 400 Class™ Desk Accessories, Black Carbon",8.75,Furniture,Office Furnishings,Small Pack,0.43
3681,Xerox 1908,55.98,Office Supplies,Paper,Small Box,0.36
3682,Xerox 1935,26.38,Office Supplies,Paper,Small Box,0.39
3683,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",3.26,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
3684,Economy Binders,2.08,Office Supplies,Binders and Binder Accessories,Small Box,0.36
3685,"Global Stack Chair without Arms, Black",25.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
3686,Avery 511,3.08,Office Supplies,Labels,Small Box,0.37
3687,Bagged Rubber Bands,1.26,Office Supplies,Rubber Bands,Wrap Bag,0.81
3688,Eldon Expressions Mahogany Wood Desk Collection,6.24,Furniture,Office Furnishings,Small Box,0.60
3689,Sanford Liquid Accent Highlighters,6.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.48
3690,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,Furniture,Bookcases,Jumbo Box,0.59
3691,Holmes Odor Grabber,14.42,Office Supplies,Appliances,Medium Box,0.52
3692,Ibico Presentation Index for Binding Systems,3.98,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3693,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,Office Supplies,Paper,Wrap Bag,0.36
3694,Newell 323,1.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
3695,Avery 49,2.88,Office Supplies,Labels,Small Box,0.36
3696,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,Office Supplies,Paper,Wrap Bag,0.36
3697,Staples Plastic Wall Frames,7.96,Furniture,Office Furnishings,Small Box,0.41
3698,KF 788,45.99,Technology,Telephones and Communication,Small Box,0.56
3699,"Bevis Round Conference Table Top, X-Base",179.29,Furniture,Tables,Jumbo Box,0.74
3700,Vinyl Sectional Post Binders,37.7,Office Supplies,Binders and Binder Accessories,Small Box,0.35
3701,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.56,Office Supplies,Paper,Wrap Bag,0.38
3702,"Executive Impressions 13"" Chairman Wall Clock",25.38,Furniture,Office Furnishings,Small Pack,0.50
3703,Xerox 1923,6.68,Office Supplies,Paper,Small Box,0.37
3704,Newell 315,5.98,Office Supplies,Pens & Art Supplies,Wrap Bag,0.60
3705,Xerox 1992,5.98,Office Supplies,Paper,Small Box,0.36
3706,Wausau Papers Astrobrights® Colored Envelopes,5.98,Office Supplies,Envelopes,Small Box,0.36
3707,Accessory21,20.99,Technology,Telephones and Communication,Wrap Bag,0.37
3708,StarTAC 6500,125.99,Technology,Telephones and Communication,Small Box,0.59
3709,Avery Reinforcements for Hole-Punch Pages,1.98,Office Supplies,Binders and Binder Accessories,Small Box,0.40
3710,Accessory35,35.99,Technology,Telephones and Communication,Small Box,0.55
3711,Acme® Preferred Stainless Steel Scissors,5.68,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56
3712,Bevis 36 x 72 Conference Tables,124.49,Furniture,Tables,Jumbo Box,0.63
3713,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27,Office Supplies,Storage & Organization,Large Box,0.85
3714,Newell 31,4.13,Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
3715,Avery 51,6.3,Office Supplies,Labels,Small Box,0.39
3716,6185,205.99,Technology,Telephones and Communication,Small Box,0.58
3717,Carina Double Wide Media Storage Towers in Natural & Black,80.98,Office Supplies,Storage & Organization,Large Box,0.81
3718,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,78.69,Furniture,Office Furnishings,Small Box,0.43
3719,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,21.98,Office Supplies,Pens & Art Supplies,Small Pack,0.55
3720,Laminate Occasional Tables,154.13,Furniture,Tables,Large Box,0.68
3721,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",22.23,Furniture,Office Furnishings,Small Pack,0.41
3722,Rogers Handheld Barrel Pencil Sharpener,2.74,Office Supplies,Pens & Art Supplies,Small Pack,0.58
3723,Belkin OmniView SE Rackmount Kit,35.48,Office Supplies,Storage & Organization,Large Box,0.85
3724,Durable Pressboard Binders,3.8,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3725,Newell 310,1.76,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56
3726,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",3.6,Office Supplies,Paper,Wrap Bag,0.39
3727,Acme® Box Cutter Scissors,10.23,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
3728,Xerox 1959,6.68,Office Supplies,Paper,Small Box,0.37
3729,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",9.11,Office Supplies,Paper,Wrap Bag,0.40
3730,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.78
3731,Xerox 1908,55.98,Office Supplies,Paper,Small Box,0.36
3732,282,115.99,Technology,Telephones and Communication,Small Box,0.56
3733,Staples Metal Binder Clips,2.62,Office Supplies,Rubber Bands,Wrap Bag,0.39
3734,"File Shuttle II and Handi-File, Black",33.89,Office Supplies,Storage & Organization,Small Box,0.60
3735,Acco® Hot Clips™ Clips to Go,3.29,Office Supplies,Rubber Bands,Wrap Bag,0.40
3736,Southworth 25% Cotton Antique Laid Paper & Envelopes,8.34,Office Supplies,Paper,Small Box,0.40
3737,CF 688,155.99,Technology,Telephones and Communication,Small Box,0.58
3738,Accessory34,85.99,Technology,Telephones and Communication,Wrap Bag,0.55
3739,Epson DFX-8500 Dot Matrix Printer,2550.14,Technology,Office Machines,Jumbo Drum,0.57
3740,Kleencut® Forged Office Shears by Acme United Corporation,2.08,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.55
3741,"Boston Model 1800 Electric Pencil Sharpener, Gray",28.15,Office Supplies,Pens & Art Supplies,Small Pack,0.55
3742,Newell 318,2.78,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
3743,TI 36X Solar Scientific Calculator,23.99,Technology,Office Machines,Medium Box,0.38
3744,V 3600 Series,65.99,Technology,Telephones and Communication,Small Box,0.58
3745,Serrated Blade or Curved Handle Hand Letter Openers,3.14,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.84
3746,Iris Project Case,7.98,Office Supplies,Storage & Organization,Medium Box,0.59
3747,Holmes Odor Grabber,14.42,Office Supplies,Appliances,Medium Box,0.52
3748,Hon iLevel™ Computer Training Table,31.76,Furniture,Tables,Jumbo Box,0.65
3749,"Global Leather Task Chair, Black",89.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.66
3750,TIMEPORT P8767,65.99,Technology,Telephones and Communication,Small Box,0.57
3751,Avery Poly Binder Pockets,3.58,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3752,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,Furniture,Office Furnishings,Small Box,0.44
3753,Verbatim DVD-R 4.7GB authoring disc,39.24,Technology,Computer Peripherals,Small Pack,0.51
3754,Canon P1-DHIII Palm Printing Calculator,17.98,Technology,Office Machines,Medium Box,0.40
3755,GBC Binding covers,12.95,Office Supplies,Binders and Binder Accessories,Small Box,0.40
3756,Binder Clips by OIC,1.48,Office Supplies,Rubber Bands,Wrap Bag,0.37
3757,600 Series Non-Flip,45.99,Technology,Telephones and Communication,Small Box,0.57
3758,7160,140.99,Technology,Telephones and Communication,Small Box,0.59
3759,Sharp EL500L Fraction Calculator,13.99,Technology,Office Machines,Medium Box,0.39
3760,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
3761,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,Furniture,Office Furnishings,Wrap Bag,0.68
3762,Gyration Ultra Professional Cordless Optical Suite,300.97,Technology,Computer Peripherals,Small Box,0.48
3763,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,Technology,Computer Peripherals,Small Pack,0.50
3764,Park Ridge™ Embossed Executive Business Envelopes,15.57,Office Supplies,Envelopes,Small Box,0.38
3765,Xerox 1887,18.97,Office Supplies,Paper,Small Box,0.37
3766,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",15.01,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3767,GBC Recycled Regency Composition Covers,59.78,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3768,300 Series Non-Flip,155.99,Technology,Telephones and Communication,Small Box,0.60
3769,Assorted Color Push Pins,1.81,Office Supplies,Rubber Bands,Wrap Bag,0.52
3770,Acme® Office Executive Series Stainless Steel Trimmers,8.57,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
3771,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,Furniture,Tables,Jumbo Box,0.71
3772,T61,45.99,Technology,Telephones and Communication,Small Box,0.56
3773,Xerox 1897,4.98,Office Supplies,Paper,Small Box,0.36
3774,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,400.97,Technology,Office Machines,Jumbo Box,0.36
3775,Staples SlimLine Pencil Sharpener,11.97,Office Supplies,Pens & Art Supplies,Small Pack,0.60
3776,688,195.99,Technology,Telephones and Communication,Small Box,0.60
3777,M3682,125.99,Technology,Telephones and Communication,Small Box,0.57
3778,LX 788,155.99,Technology,Telephones and Communication,Small Box,0.58
3779,Filing/Storage Totes and Swivel Casters,9.71,Office Supplies,Storage & Organization,Small Box,0.60
3780,Avery 506,4.13,Office Supplies,Labels,Small Box,0.39
3781,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",550.98,Furniture,Tables,Jumbo Box,0.66
3782,3M Office Air Cleaner,25.98,Office Supplies,Appliances,Medium Box,0.50
3783,Global Deluxe High-Back Office Chair in Storm,135.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.76
3784,Canon MP41DH Printing Calculator,150.98,Technology,Office Machines,Medium Box,0.38
3785,Staples® General Use 3-Ring Binders,1.88,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3786,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,Technology,Computer Peripherals,Small Pack,0.50
3787,Bevis 36 x 72 Conference Tables,124.49,Furniture,Tables,Jumbo Box,0.63
3788,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,Furniture,Office Furnishings,Small Pack,0.39
3789,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,279.81,Office Supplies,Appliances,Jumbo Drum,0.59
3790,Recycled Eldon Regeneration Jumbo File,12.28,Office Supplies,Storage & Organization,Small Box,0.57
3791,Harmony HEPA Quiet Air Purifiers,11.7,Office Supplies,Appliances,Medium Box,0.50
3792,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",4.77,Technology,Computer Peripherals,Small Pack,0.72
3793,Belkin 105-Key Black Keyboard,19.98,Technology,Computer Peripherals,Small Box,0.68
3794,Accessory31,35.99,Technology,Telephones and Communication,Small Pack,0.35
3795,Newell 323,1.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
3796,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,Technology,Computer Peripherals,Small Pack,0.45
3797,Sharp AL-1530CS Digital Copier,499.99,Technology,Copiers and Fax,Large Box,0.36
3798,Bush Mission Pointe Library,150.98,Furniture,Bookcases,Jumbo Box,0.65
3799,T60,95.99,Technology,Telephones and Communication,Small Box,0.56
3800,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
3801,"Micro Innovations Micro 3000 Keyboard, Black",26.31,Technology,Computer Peripherals,Small Box,0.75
3802,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",29.18,Furniture,Office Furnishings,Small Box,0.42
3803,Panasonic KX-P3200 Dot Matrix Printer,297.64,Technology,Office Machines,Jumbo Drum,0.57
3804,Eldon Image Series Black Desk Accessories,4.14,Furniture,Office Furnishings,Small Box,0.49
3805,"Peel & Seel® Recycled Catalog Envelopes, Brown",11.58,Office Supplies,Envelopes,Small Box,0.35
3806,Xerox 1979,30.98,Office Supplies,Paper,Small Box,0.40
3807,Avery Durable Poly Binders,5.53,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3808,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,Furniture,Office Furnishings,Small Box,0.57
3809,"Global Stack Chair without Arms, Black",25.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
3810,"Bevis Round Conference Table Top, X-Base",179.29,Furniture,Tables,Jumbo Box,0.74
3811,"AT&T Black Trimline Phone, Model 210",15.99,Technology,Office Machines,Small Box,0.49
3812,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,Furniture,Office Furnishings,Small Pack,0.44
3813,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,Technology,Computer Peripherals,Small Pack,0.43
3814,Canon F603 Scientific Calculator,9.99,Technology,Office Machines,Medium Box,0.36
3815,"Fellowes Internet Keyboard, Platinum",30.42,Technology,Computer Peripherals,Small Box,0.74
3816,Hewlett-Packard 4.7GB DVD+R Discs,8.5,Technology,Computer Peripherals,Small Pack,0.49
3817,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,95.43,Office Supplies,Storage & Organization,Small Box,0.79
3818,Epson LQ-570e Dot Matrix Printer,270.97,Technology,Office Machines,Jumbo Drum,0.56
3819,Microsoft Internet Keyboard,20.97,Technology,Computer Peripherals,Small Box,0.78
3820,Xerox 210,6.48,Office Supplies,Paper,Small Box,0.37
3821,Avery 494,2.61,Office Supplies,Labels,Small Box,0.39
3822,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,Furniture,Tables,Jumbo Drum,0.56
3823,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",10.31,Office Supplies,Paper,Wrap Bag,0.38
3824,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",15.16,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3825,TimeportP7382,205.99,Technology,Telephones and Communication,Small Box,0.56
3826,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,Technology,Computer Peripherals,Small Pack,0.55
3827,Self-Adhesive Ring Binder Labels,3.52,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3828,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,Furniture,Office Furnishings,Small Pack,0.49
3829,Ibico Presentation Index for Binding Systems,3.98,Office Supplies,Binders and Binder Accessories,Small Box,0.38
3830,Avery Hi-Liter® Smear-Safe Highlighters,5.84,Office Supplies,Pens & Art Supplies,Wrap Bag,0.49
3831,Staples Metal Binder Clips,2.62,Office Supplies,Rubber Bands,Wrap Bag,0.39
3832,"Iris® 3-Drawer Stacking Bin, Black",20.89,Office Supplies,Storage & Organization,Small Box,0.83
3833,Martin-Yale Premier Letter Opener,12.88,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.82
3834,GBC Wire Binding Strips,31.74,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3835,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6.35,Office Supplies,Paper,Wrap Bag,0.39
3836,Talkabout T8367,65.99,Technology,Telephones and Communication,Small Box,0.56
3837,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,Furniture,Office Furnishings,Small Pack,0.44
3838,GBC Recycled Regency Composition Covers,59.78,Office Supplies,Binders and Binder Accessories,Small Box,0.39
3839,Accessory29,20.99,Technology,Telephones and Communication,Small Pack,0.83
3840,Bionaire 99.97% HEPA Air Cleaner,17.52,Office Supplies,Appliances,Medium Box,0.50
3841,"Fellowes Basic 104-Key Keyboard, Platinum",20.95,Technology,Computer Peripherals,Small Box,0.60
3842,Avery Poly Binder Pockets,3.58,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3843,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Furniture,Bookcases,Jumbo Box,0.62
3844,Xerox 196,5.78,Office Supplies,Paper,Small Box,0.36
3845,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,Technology,Office Machines,Jumbo Box,0.39
3846,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
3847,Self-Adhesive Removable Labels,3.15,Office Supplies,Labels,Small Box,0.37
3848,Project Tote Personal File,14.03,Office Supplies,Storage & Organization,Small Box,0.56
3849,Bush Advantage Collection® Round Conference Table,212.6,Furniture,Tables,Jumbo Box,0.73
3850,Bagged Rubber Bands,1.26,Office Supplies,Rubber Bands,Wrap Bag,0.81
3851,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,Furniture,Bookcases,Jumbo Box,0.59
3852,Ultra Door Pull Handle,10.52,Furniture,Office Furnishings,Small Pack,0.52
3853,Xerox 1920,5.98,Office Supplies,Paper,Small Box,0.40
3854,Fellowes EZ Multi-Media Keyboard,34.98,Technology,Computer Peripherals,Small Box,0.76
3855,Serrated Blade or Curved Handle Hand Letter Openers,3.14,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.84
3856,Avery 498,2.89,Office Supplies,Labels,Small Box,0.38
3857,Nu-Dell Leatherette Frames,14.34,Furniture,Office Furnishings,Small Pack,0.49
3858,Colored Envelopes,3.69,Office Supplies,Envelopes,Small Box,0.39
3859,Catalog Binders with Expanding Posts,67.28,Office Supplies,Binders and Binder Accessories,Small Box,0.40
3860,"Bevis Round Bullnose 29"" High Table Top",259.71,Furniture,Tables,Jumbo Box,0.61
3861,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8.95,Office Supplies,Paper,Wrap Bag,0.39
3862,Recycled Steel Personal File for Standard File Folders,55.29,Office Supplies,Storage & Organization,Small Box,0.59
3863,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,Furniture,Tables,Jumbo Box,0.71
3864,"Executive Impressions 13"" Clairmont Wall Clock",19.23,Furniture,Office Furnishings,Small Pack,0.44
3865,Accessory34,85.99,Technology,Telephones and Communication,Wrap Bag,0.55
3866,V 3600 Series,65.99,Technology,Telephones and Communication,Small Box,0.58
3867,GBC DocuBind 200 Manual Binding Machine,420.98,Office Supplies,Binders and Binder Accessories,Small Box,0.35
3868,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",240.98,Furniture,Bookcases,Jumbo Box,0.56
3869,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",120.98,Furniture,Bookcases,Jumbo Box,0.71
3870,Xerox 1907,12.28,Office Supplies,Paper,Small Box,0.38
3871,T60,95.99,Technology,Telephones and Communication,Small Box,0.56
3872,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,Office Supplies,Paper,Wrap Bag,0.38
3873,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.85,Office Supplies,Pens & Art Supplies,Wrap Bag,0.44
3874,SANFORD Liquid Accent™ Tank-Style Highlighters,2.84,Office Supplies,Pens & Art Supplies,Wrap Bag,0.54
3875,Newell 343,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
3876,2160i,200.99,Technology,Telephones and Communication,Small Box,0.59
3877,Panasonic KX-P3200 Dot Matrix Printer,297.48,Technology,Office Machines,Jumbo Drum,0.60
3878,"210 Trimline Phone, White",15.99,Technology,Office Machines,Medium Box,0.38
3879,Global Commerce™ Series High-Back Swivel/Tilt Chairs,284.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
3880,Xerox 1919,40.99,Office Supplies,Paper,Small Box,0.36
3881,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,Furniture,Tables,Large Box,0.68
3882,Fellowes Super Stor/Drawer®,27.75,Office Supplies,Storage & Organization,Small Box,0.67
3883,Ibico Recycled Linen-Style Covers,39.06,Office Supplies,Binders and Binder Accessories,Small Box,0.37
3884,LX 677,110.99,Technology,Telephones and Communication,Small Box,0.57
3885,Keytronic 105-Key Spanish Keyboard,73.98,Technology,Computer Peripherals,Small Box,0.67
3886,"TOPS Voice Message Log Book, Flash Format",4.76,Office Supplies,Paper,Wrap Bag,0.36
3887,Avery 506,4.13,Office Supplies,Labels,Small Box,0.39
3888,"Tennsco Lockers, Sand",20.98,Office Supplies,Storage & Organization,Jumbo Drum,0.61
