SALES_ID,CUST_ID,PROD_ID,ORD_ID,SHIPPING_ID,ORD_DATE,SHIP_DATE,PROD_NAME,Process Time Difference,Profit,Sales
5703,2874,5703,89875,5703,24/06/2011,25/06/2011,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1 days 0 hrs 0 mins ,-40.02,39.87
5704,1299,5704,90663,5704,20/03/2011,20/03/2011,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0 days 0 hrs 0 mins ,"-1,402.68","2,615.64"
5705,2012,5705,86879,5705,31/03/2013,02/04/2013,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",2 days 0 hrs 0 mins ,78.92,114.38
5706,2308,5706,90564,5706,19/01/2013,20/01/2013,Recycled Eldon Regeneration Jumbo File,1 days 0 hrs 0 mins ,-65.81,13.38
5707,2381,5707,86657,5707,22/04/2012,25/04/2012,Epson LQ-570e Dot Matrix Printer,3 days 0 hrs 0 mins ,"2,240.22","3,246.70"
5708,1609,5708,87827,5708,11/05/2013,13/05/2013,Hoover Portapower™ Portable Vacuum,2 days 0 hrs 0 mins ,"-1,605.73",63.91
5709,1609,5709,87824,5709,11/05/2010,12/05/2010,Peel & Stick Add-On Corner Pockets,1 days 0 hrs 0 mins ,-90.59,17.31
5710,1609,5710,87824,5710,11/05/2010,11/05/2010,Filing/Storage Totes and Swivel Casters,0 days 0 hrs 0 mins ,-36.9,23.56
5711,1609,5711,87827,5711,11/05/2013,13/05/2013,Accessory2,2 days 0 hrs 0 mins ,10.98,185.36
5712,1072,5712,89631,5712,27/03/2010,30/03/2010,"Global Leather & Oak Executive Chair, Burgundy",3 days 0 hrs 0 mins ,-505.76,473.53
5713,1928,5713,88580,5713,21/07/2010,21/07/2010,Ibico EPK-21 Electric Binding System,0 days 0 hrs 0 mins ,-42.55,"1,786.04"
5714,381,5714,88936,5714,31/07/2012,02/08/2012,Array® Memo Cubes,2 days 0 hrs 0 mins ,11.94,35.14
5715,381,5715,88936,5715,31/07/2012,01/08/2012,"Fiskars 8"" Scissors, 2/Pack",1 days 0 hrs 0 mins ,47.3,103.31
5716,1765,5716,89786,5716,27/04/2013,28/04/2013,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",1 days 0 hrs 0 mins ,156.55,226.89
5717,2677,5717,86635,5717,10/02/2013,10/02/2013,Newell 31,0 days 0 hrs 0 mins ,60.84,8.27
5718,49,5718,87719,5718,06/10/2013,07/10/2013,12 Colored Short Pencils,1 days 0 hrs 0 mins ,-17.68,16.64
5719,49,5719,87719,5719,06/10/2013,08/10/2013,Pizazz® Global Quick File™,2 days 0 hrs 0 mins ,-30.48,63.9
5720,1796,5720,90780,5720,02/08/2013,07/08/2013,"Bush Westfield Collection Bookcases, Fully Assembled",5 days 0 hrs 0 mins ,-83.55,888.48
5721,1796,5721,90780,5721,02/08/2013,07/08/2013,"Hon Metal Bookcases, Black",5 days 0 hrs 0 mins ,162.5,"1,858.23"
5722,1796,5722,90780,5722,02/08/2013,04/08/2013,"Lesro Round Back Collection Coffee Table, End Table",2 days 0 hrs 0 mins ,-249.98,"1,491.25"
5723,2347,5723,89510,5723,04/01/2012,04/01/2012,"Acme® 8"" Straight Scissors",0 days 0 hrs 0 mins ,-230.25,168.06
5724,1109,5724,86420,5724,19/10/2013,21/10/2013,Avery 503,2 days 0 hrs 0 mins ,99.54,144.26
5725,2435,5725,91521,5725,14/06/2011,16/06/2011,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",2 days 0 hrs 0 mins ,7.02,47.96
5726,2642,5726,86040,5726,18/09/2013,20/09/2013,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",2 days 0 hrs 0 mins ,17.89,396.34
5727,2642,5727,86040,5727,18/09/2013,20/09/2013,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",2 days 0 hrs 0 mins ,-8.11,122.09
5728,2641,5728,86040,5728,18/09/2013,20/09/2013,Xerox 231,2 days 0 hrs 0 mins ,-179.73,87.68
5729,2644,5729,87506,5729,25/09/2011,29/09/2011,EcoTones® Memo Sheets,4 days 0 hrs 0 mins ,20.82,55.21
5730,2644,5730,87506,5730,25/09/2011,25/09/2011,3395,0 days 0 hrs 0 mins ,310.57,"1,126.05"
5731,3367,5731,90508,5731,02/12/2012,03/12/2012,Eldon Expressions Mahogany Wood Desk Collection,1 days 0 hrs 0 mins ,-48.48,133.53
5732,3367,5732,90508,5732,02/12/2012,02/12/2012,Xerox 1893,0 days 0 hrs 0 mins ,19.82,245.34
5733,2359,5733,88270,5733,13/08/2011,15/08/2011,Newell 310,2 days 0 hrs 0 mins ,315.09,20.94
5734,2359,5734,88270,5734,13/08/2011,14/08/2011,Accessory39,1 days 0 hrs 0 mins ,92.91,72.58
5735,306,5735,87063,5735,06/06/2012,10/06/2012,Lumber Crayons,4 days 0 hrs 0 mins ,-21.72,81.85
5736,1726,5736,87205,5736,19/06/2013,19/06/2013,Advantus Panel Wall Certificate Holder - 8.5x11,0 days 0 hrs 0 mins ,19.37,190.8
5737,1307,5737,91453,5737,21/07/2013,22/07/2013,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,1 days 0 hrs 0 mins ,-165.87,251.49
5738,1307,5738,91453,5738,21/07/2013,22/07/2013,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",1 days 0 hrs 0 mins ,8,134.19
5739,2220,5739,91036,5739,28/08/2010,01/09/2010,Coloredge Poster Frame,4 days 0 hrs 0 mins ,-324.73,55.08
5740,1953,5740,88347,5740,16/12/2013,18/12/2013,Binder Posts,2 days 0 hrs 0 mins ,-30.54,132.94
5741,1953,5741,88347,5741,16/12/2013,18/12/2013,Epson DFX5000+ Dot Matrix Printer,2 days 0 hrs 0 mins ,"-1,136.35","1,500.82"
5742,1953,5742,88347,5742,16/12/2013,16/12/2013,i470,0 days 0 hrs 0 mins ,476.57,"1,628.35"
5743,3087,5743,88384,5743,11/10/2012,14/10/2012,"Master Caster Door Stop, Brown",3 days 0 hrs 0 mins ,55.48,7.15
5744,3367,5744,90503,5744,04/10/2011,04/10/2011,"Iceberg OfficeWorks 42"" Round Tables",0 days 0 hrs 0 mins ,102.16,"1,060.53"
5745,3045,5745,86109,5745,06/10/2011,08/10/2011,Xerox 1962,2 days 0 hrs 0 mins ,-101.91,84.72
5746,3388,5746,90157,5746,18/08/2012,20/08/2012,3M Organizer Strips,2 days 0 hrs 0 mins ,-29.28,29.81
5747,1721,5747,90795,5747,03/04/2013,05/04/2013,Self-Adhesive Ring Binder Labels,2 days 0 hrs 0 mins ,739.14,40.07
5748,3188,5748,89033,5748,01/03/2013,03/03/2013,"Eldon® 400 Class™ Desk Accessories, Black Carbon",2 days 0 hrs 0 mins ,-138.39,106.96
5749,96,5749,87311,5749,13/03/2013,14/03/2013,636,1 days 0 hrs 0 mins ,-277.78,190.91
5750,522,5750,89328,5750,31/08/2011,02/09/2011,Xerox 213,2 days 0 hrs 0 mins ,-79,122.1
5751,899,5751,86263,5751,12/07/2010,13/07/2010,Lexmark Z55se Color Inkjet Printer,1 days 0 hrs 0 mins ,-173.1,191.1
5752,899,5752,86263,5752,12/07/2010,13/07/2010,Tennsco Commercial Shelving,1 days 0 hrs 0 mins ,-96.16,28.05
5753,2308,5753,90566,5753,24/11/2013,26/11/2013,Advantus Panel Wall Acrylic Frame,2 days 0 hrs 0 mins ,"4,894.62",175.73
5754,2046,5754,88226,5754,25/05/2012,30/05/2012,Global Commerce™ Series High-Back Swivel/Tilt Chairs,5 days 0 hrs 0 mins ,"1,063.46","4,983.05"
5755,3188,5755,89035,5755,16/07/2013,18/07/2013,Hon 2111 Invitation™ Series Corner Table,2 days 0 hrs 0 mins ,-785.51,"1,341.62"
5756,2360,5756,88276,5756,27/04/2013,29/04/2013,Newell 325,2 days 0 hrs 0 mins ,154.81,53.96
5757,2360,5757,88276,5757,27/04/2013,28/04/2013,Newell 35,1 days 0 hrs 0 mins ,6.19,4.33
5758,463,5758,88068,5758,07/05/2013,09/05/2013,Belkin MediaBoard 104- Keyboard,2 days 0 hrs 0 mins ,-101.41,28.87
5759,3307,5759,90462,5759,26/07/2010,02/08/2010,Rogers® Profile Extra Capacity Storage Tub,7 days 0 hrs 0 mins ,-114.2,80.58
5760,3314,5760,90462,5760,26/07/2010,30/07/2010,"Global High-Back Leather Tilter, Burgundy",4 days 0 hrs 0 mins ,-722.23,498.31
5761,3311,5761,90462,5761,26/07/2010,31/07/2010,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",5 days 0 hrs 0 mins ,39.43,57.14
5762,719,5762,89349,5762,07/04/2012,11/04/2012,Xerox 217,4 days 0 hrs 0 mins ,-133.98,72.26
5763,568,5763,88882,5763,01/10/2010,03/10/2010,Catalog Binders with Expanding Posts,2 days 0 hrs 0 mins ,224.85,"1,066.54"
5764,26,5764,87667,5764,02/09/2013,03/09/2013,Avery 498,1 days 0 hrs 0 mins ,19.41,28.13
5765,566,5765,87105,5765,06/02/2011,07/02/2011,Imation 5.2GB DVD-RAM,1 days 0 hrs 0 mins ,-131.48,60.59
5766,566,5766,87105,5766,06/02/2011,07/02/2011,Acco Perma® 2700 Stacking Storage Drawers,1 days 0 hrs 0 mins ,56.26,192.53
5767,566,5767,87105,5767,06/02/2011,08/02/2011,Portable Personal File Box,2 days 0 hrs 0 mins ,-8.47,15.88
5768,240,5768,90486,5768,19/09/2013,20/09/2013,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1 days 0 hrs 0 mins ,-263.65,"3,766.84"
5769,1739,5769,85877,5769,08/10/2013,09/10/2013,Global Commerce™ Series High-Back Swivel/Tilt Chairs,1 days 0 hrs 0 mins ,-148.81,"4,258.78"
5770,1739,5770,85877,5770,08/10/2013,08/10/2013,"OIC Colored Binder Clips, Assorted Sizes",0 days 0 hrs 0 mins ,540.04,57.91
5771,1740,5771,85877,5771,08/10/2013,10/10/2013,X-Rack™ File for Hanging Folders,2 days 0 hrs 0 mins ,273.22,69.44
5772,1482,5772,91363,5772,28/08/2010,29/08/2010,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",1 days 0 hrs 0 mins ,-14.64,151.34
5773,1568,5773,90234,5773,17/10/2012,18/10/2012,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",1 days 0 hrs 0 mins ,98.01,171.66
5774,2692,5774,90628,5774,04/08/2013,05/08/2013,Staples Battery-Operated Desktop Pencil Sharpener,1 days 0 hrs 0 mins ,47.22,237.12
5775,1279,5775,90118,5775,23/09/2011,25/09/2011,Sharp AL-1530CS Digital Copier,2 days 0 hrs 0 mins ,-234.79,"4,691.90"
5776,3273,5776,86237,5776,10/02/2012,11/02/2012,SANFORD Major Accent™ Highlighters,1 days 0 hrs 0 mins ,35.98,65.66
5777,3276,5777,86237,5777,10/02/2012,12/02/2012,Iceberg Mobile Mega Data/Printer Cart ®,2 days 0 hrs 0 mins ,-64.78,134.96
5778,3276,5778,86237,5778,10/02/2012,11/02/2012,TimeportP7382,1 days 0 hrs 0 mins ,-620.83,343.3
5779,1702,5779,90477,5779,27/06/2013,28/06/2013,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",1 days 0 hrs 0 mins ,219.98,94.44
5780,2880,5780,88628,5780,22/02/2012,24/02/2012,Ultra Door Push Plate,2 days 0 hrs 0 mins ,-126.1,25.77
5781,466,5781,88060,5781,11/01/2010,11/01/2010,Panasonic KX-P3200 Dot Matrix Printer,0 days 0 hrs 0 mins ,496.8,"1,132.84"
5782,467,5782,88060,5782,11/01/2010,12/01/2010,"Tensor ""Hersey Kiss"" Styled Floor Lamp",1 days 0 hrs 0 mins ,-556.81,143.63
5783,468,5783,88060,5783,11/01/2010,12/01/2010,Holmes Odor Grabber,1 days 0 hrs 0 mins ,-27.74,73.04
5784,469,5784,88060,5784,11/01/2010,13/01/2010,Eldon Image Series Black Desk Accessories,2 days 0 hrs 0 mins ,-128.69,33.35
5785,470,5785,88060,5785,11/01/2010,11/01/2010,Xerox 188,0 days 0 hrs 0 mins ,23.2,60.24
5786,1896,5786,91314,5786,02/03/2012,03/03/2012,Prang Drawing Pencil Set,1 days 0 hrs 0 mins ,-3.8,13.42
5787,269,5787,88946,5787,19/12/2011,23/12/2011,Nu-Dell Leatherette Frames,4 days 0 hrs 0 mins ,59.18,85.77
5788,3303,5788,87797,5788,29/04/2011,30/04/2011,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",1 days 0 hrs 0 mins ,-25.9,36.16
5789,3363,5789,87647,5789,22/06/2011,23/06/2011,Staples Brown Kraft Recycled Clasp Envelopes,1 days 0 hrs 0 mins ,-36.13,45.66
5790,1485,5790,91236,5790,20/08/2010,23/08/2010,Ibico Covers for Plastic or Wire Binding Elements,3 days 0 hrs 0 mins ,-23.36,157.81
5791,1485,5791,91236,5791,20/08/2010,21/08/2010,Hanging Personal Folder File,1 days 0 hrs 0 mins ,-18.24,19.44
5792,1485,5792,91236,5792,20/08/2010,22/08/2010,Tennsco Double-Tier Lockers,2 days 0 hrs 0 mins ,"1,428.91","4,636.63"
5793,674,5793,88178,5793,06/11/2011,11/11/2011,Avanti 4.4 Cu. Ft. Refrigerator,5 days 0 hrs 0 mins ,"3,075.67","7,669.71"
5794,674,5794,88178,5794,06/11/2011,13/11/2011,Staples 4 Outlet Surge Protector,7 days 0 hrs 0 mins ,3.22,316.62
5795,674,5795,88178,5795,06/11/2011,10/11/2011,Wausau Papers Astrobrights® Colored Envelopes,4 days 0 hrs 0 mins ,47.21,135.49
5796,674,5796,88178,5796,06/11/2011,08/11/2011,Avery 49,2 days 0 hrs 0 mins ,67.81,98.27
5797,2955,5797,86430,5797,20/09/2013,22/09/2013,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,2 days 0 hrs 0 mins ,-12.91,116.11
5798,2955,5798,86430,5798,20/09/2013,21/09/2013,"Dixon My First Ticonderoga Pencil, #2",1 days 0 hrs 0 mins ,-11.17,44.15
5799,1089,5799,90134,5799,14/06/2011,17/06/2011,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",3 days 0 hrs 0 mins ,13.61,50.24
5800,1089,5800,90134,5800,14/06/2011,15/06/2011,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1 days 0 hrs 0 mins ,-25.98,17.16
5801,1090,5801,90134,5801,14/06/2011,16/06/2011,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",2 days 0 hrs 0 mins ,-138.52,84.94
5802,1090,5802,90134,5802,14/06/2011,16/06/2011,PC Concepts 116 Key Quantum 3000 Keyboard,2 days 0 hrs 0 mins ,-95.22,168.82
5803,874,5803,89060,5803,30/03/2011,08/04/2011,"Global Deluxe Stacking Chair, Gray",9 days 0 hrs 0 mins ,196.21,461.32
5804,573,5804,86557,5804,27/02/2011,27/02/2011,Epson Stylus 1520 Color Inkjet Printer,0 days 0 hrs 0 mins ,"2,715.75","3,935.87"
5805,360,5805,87353,5805,07/01/2013,11/01/2013,i1000,4 days 0 hrs 0 mins ,323.57,519.3
5806,1536,5806,90428,5806,18/10/2013,20/10/2013,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",2 days 0 hrs 0 mins ,"1,542.00","3,084.04"
5807,614,5807,91273,5807,03/05/2012,07/05/2012,Xerox 1988,4 days 0 hrs 0 mins ,-95.05,570.2
5808,15,5808,86842,5808,19/01/2013,21/01/2013,"Master Giant Foot® Doorstop, Safety Yellow",2 days 0 hrs 0 mins ,23.27,33.72
5809,2166,5809,88796,5809,02/02/2012,04/02/2012,Accessory39,2 days 0 hrs 0 mins ,-120.05,137
5810,2167,5810,88796,5810,02/02/2012,04/02/2012,"BOSTON® Ranger® #55 Pencil Sharpener, Black",2 days 0 hrs 0 mins ,5.56,96.14
5811,343,5811,88151,5811,31/07/2010,01/08/2010,Anderson Hickey Conga Table Tops & Accessories,1 days 0 hrs 0 mins ,11.65,111.86
5812,2942,5812,87626,5812,25/10/2012,26/10/2012,Office Star - Task Chair with Contemporary Loop Arms,1 days 0 hrs 0 mins ,-204.71,765.89
5813,2931,5813,87626,5813,25/10/2012,26/10/2012,StarTAC 7760,1 days 0 hrs 0 mins ,248.95,732.4
5814,2797,5814,87552,5814,10/01/2010,11/01/2010,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",1 days 0 hrs 0 mins ,-159.3,43.94
5815,2619,5815,88014,5815,23/03/2010,23/03/2010,*Staples* Highlighting Markers,0 days 0 hrs 0 mins ,17.84,25.85
5816,2619,5816,88021,5816,23/03/2013,25/03/2013,Super Decoflex Portable Personal File,2 days 0 hrs 0 mins ,-48.97,108.85
5817,1603,5817,89685,5817,03/11/2013,05/11/2013,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2 days 0 hrs 0 mins ,25.24,36.58
5818,1603,5818,89685,5818,03/11/2013,03/11/2013,Ultra Door Push Plate,0 days 0 hrs 0 mins ,15.8,212.65
5819,697,5819,89853,5819,28/03/2012,30/03/2012,"Executive Impressions 14"" Contract Wall Clock",2 days 0 hrs 0 mins ,-10.74,26.68
5820,862,5820,90456,5820,28/10/2012,29/10/2012,Letter Size Cart,1 days 0 hrs 0 mins ,322.57,"1,201.35"
5821,863,5821,90456,5821,28/10/2012,29/10/2012,Staples® General Use 3-Ring Binders,1 days 0 hrs 0 mins ,-11.07,19.28
5822,863,5822,90456,5822,28/10/2012,30/10/2012,Boston 1730 StandUp Electric Pencil Sharpener,2 days 0 hrs 0 mins ,-37.36,371.24
5823,290,5823,90842,5823,05/02/2013,05/02/2013,Accessory6,0 days 0 hrs 0 mins ,-64.94,341.59
5824,2433,5824,89101,5824,29/04/2013,01/05/2013,6190,2 days 0 hrs 0 mins ,378.98,549.25
5825,1690,5825,91076,5825,24/07/2010,28/07/2010,636,4 days 0 hrs 0 mins ,616.54,893.53
5826,1031,5826,89624,5826,01/09/2012,03/09/2012,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,2 days 0 hrs 0 mins ,7.64,145.75
5827,3276,5827,86241,5827,07/02/2013,09/02/2013,Wilson Jones DublLock® D-Ring Binders,2 days 0 hrs 0 mins ,38.74,73.32
5828,3188,5828,89036,5828,21/08/2013,22/08/2013,Avery 491,1 days 0 hrs 0 mins ,48.62,70.47
5829,811,5829,85910,5829,09/09/2012,10/09/2012,TimeportP7382,1 days 0 hrs 0 mins ,501.54,"2,048.57"
5830,3211,5830,91523,5830,15/08/2013,18/08/2013,Avery 494,3 days 0 hrs 0 mins ,12.79,18.53
5831,3211,5831,91522,5831,15/08/2010,16/08/2010,Self-Adhesive Address Labels for Typewriters by Universal,1 days 0 hrs 0 mins ,55.02,79.74
5832,3211,5832,91522,5832,15/08/2010,16/08/2010,Accessory37,1 days 0 hrs 0 mins ,-43.66,392.45
5833,500,5833,90369,5833,02/11/2012,04/11/2012,TDK 4.7GB DVD+RW,2 days 0 hrs 0 mins ,98.03,251.37
5834,2123,5834,89672,5834,03/09/2012,03/09/2012,Xerox 1924,0 days 0 hrs 0 mins ,-109.1,13.5
5835,1847,5835,86049,5835,17/10/2013,19/10/2013,Ultra Door Pull Handle,2 days 0 hrs 0 mins ,-89.9,173.59
5836,2784,5836,86981,5836,24/08/2011,26/08/2011,Coloredge Poster Frame,2 days 0 hrs 0 mins ,223.1,323.33
5837,2784,5837,86981,5837,24/08/2011,26/08/2011,Staples Colored Bar Computer Paper,2 days 0 hrs 0 mins ,322.22,466.98
5838,61,5838,87412,5838,13/02/2013,16/02/2013,Peel-Off® China Markers,3 days 0 hrs 0 mins ,25.12,36.4
5839,559,5839,91154,5839,14/05/2012,15/05/2012,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,1 days 0 hrs 0 mins ,-5.92,11.88
5840,2916,5840,86141,5840,08/10/2013,08/10/2013,"Strathmore #10 Envelopes, Ultimate White",0 days 0 hrs 0 mins ,16.23,103.78
5841,3236,5841,91254,5841,11/02/2012,13/02/2012,"Eldon® 400 Class™ Desk Accessories, Black Carbon",2 days 0 hrs 0 mins ,-16.49,26.71
5842,3236,5842,91254,5842,11/02/2012,12/02/2012,"Array® Parchment Paper, Assorted Colors",1 days 0 hrs 0 mins ,-270.96,81.77
5843,3236,5843,91254,5843,11/02/2012,13/02/2012,Belkin OmniView SE Rackmount Kit,2 days 0 hrs 0 mins ,"-1,087.36",361.18
5844,1109,5844,86413,5844,29/09/2011,08/10/2011,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",9 days 0 hrs 0 mins ,-89.56,90.33
5845,1109,5845,86413,5845,29/09/2011,01/10/2011,"Memorex 4.7GB DVD-RAM, 3/Pack",2 days 0 hrs 0 mins ,-62.77,62.85
5846,1409,5846,90447,5846,07/02/2013,08/02/2013,Xerox 1962,1 days 0 hrs 0 mins ,-92.42,49.56
5847,3197,5847,90851,5847,07/10/2011,08/10/2011,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,1 days 0 hrs 0 mins ,-277.68,89.73
5848,3197,5848,90851,5848,07/10/2011,08/10/2011,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,1 days 0 hrs 0 mins ,176.94,839.12
5849,3198,5849,90851,5849,07/10/2011,09/10/2011,"Peel & Seel® Recycled Catalog Envelopes, Brown",2 days 0 hrs 0 mins ,1.76,143.42
5850,1418,5850,90539,5850,01/07/2010,03/07/2010,*Staples* Highlighting Markers,2 days 0 hrs 0 mins ,25.24,36.58
5851,1425,5851,89450,5851,01/07/2010,06/07/2010,Lexmark 4227 Plus Dot Matrix Printer,5 days 0 hrs 0 mins ,"-4,793.00","2,013.67"
5852,1755,5852,90183,5852,28/03/2013,30/03/2013,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",2 days 0 hrs 0 mins ,7.55,280.18
5853,1331,5853,89760,5853,06/09/2013,08/09/2013,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",2 days 0 hrs 0 mins ,-52.09,37.89
5854,2376,5854,91321,5854,05/09/2010,06/09/2010,Newell 342,1 days 0 hrs 0 mins ,-100.24,61.29
5855,2376,5855,91321,5855,05/09/2010,07/09/2010,Eldon Shelf Savers™ Cubes and Bins,2 days 0 hrs 0 mins ,-262.62,109.15
5856,393,5856,86386,5856,14/05/2011,15/05/2011,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1 days 0 hrs 0 mins ,899.7,"1,303.92"
5857,3039,5857,86200,5857,30/06/2011,05/07/2011,Xerox 1892,5 days 0 hrs 0 mins ,278.7,403.91
5858,2964,5858,88613,5858,01/04/2011,03/04/2011,Okidata ML520 Series Dot Matrix Printers,2 days 0 hrs 0 mins ,"1,597.36","2,315.01"
5859,1307,5859,91451,5859,30/06/2010,07/07/2010,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",7 days 0 hrs 0 mins ,44.89,131.26
5860,1772,5860,91423,5860,24/12/2013,28/12/2013,Barrel Sharpener,4 days 0 hrs 0 mins ,"1,268.37",48.12
5861,1772,5861,91423,5861,24/12/2013,29/12/2013,5170,5 days 0 hrs 0 mins ,40.18,523.4
5862,2394,5862,86953,5862,02/05/2011,04/05/2011,Carina Double Wide Media Storage Towers in Natural & Black,2 days 0 hrs 0 mins ,3.82,"1,111.47"
5863,2395,5863,86953,5863,02/05/2011,05/05/2011,Avery 520,3 days 0 hrs 0 mins ,327.07,17.64
5864,1208,5864,89127,5864,28/09/2013,29/09/2013,Sterling Rubber Bands by Alliance,1 days 0 hrs 0 mins ,-2.97,73.75
5865,2704,5865,91409,5865,31/07/2011,31/07/2011,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0 days 0 hrs 0 mins ,114.6,434.6
5866,2539,5866,91017,5866,07/04/2010,08/04/2010,Avery 485,1 days 0 hrs 0 mins ,215.72,61.1
5867,2540,5867,91017,5867,07/04/2010,08/04/2010,"Hot File® 7-Pocket, Floor Stand",1 days 0 hrs 0 mins ,106.98,193.81
5868,287,5868,89766,5868,09/05/2012,10/05/2012,Wilson Jones Easy Flow II™ Sheet Lifters,1 days 0 hrs 0 mins ,-63.19,12.13
5869,287,5869,89766,5869,09/05/2012,11/05/2012,Avery White Multi-Purpose Labels,2 days 0 hrs 0 mins ,31.47,45.61
5870,1816,5870,85990,5870,05/08/2010,07/08/2010,Staples Battery-Operated Desktop Pencil Sharpener,2 days 0 hrs 0 mins ,60.56,202.38
5871,1463,5871,86402,5871,11/12/2011,12/12/2011,Boston 19500 Mighty Mite Electric Pencil Sharpener,1 days 0 hrs 0 mins ,-15.36,273.25
5872,3371,5872,91477,5872,01/02/2013,02/02/2013,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",1 days 0 hrs 0 mins ,"-1,456.31",765.45
5873,3194,5873,89805,5873,10/03/2010,11/03/2010,Xerox 1961,1 days 0 hrs 0 mins ,45.08,43.84
5874,3194,5874,89805,5874,10/03/2010,12/03/2010,Xerox 1991,2 days 0 hrs 0 mins ,-110.38,141.74
5875,2684,5875,89146,5875,15/02/2010,20/02/2010,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",5 days 0 hrs 0 mins ,23.62,11.78
5876,2684,5876,89146,5876,15/02/2010,20/02/2010,Computer Printout Paper with Letter-Trim Perforations,5 days 0 hrs 0 mins ,"-1,748.01",20.96
5877,1702,5877,90474,5877,18/07/2011,19/07/2011,Hon Deluxe Fabric Upholstered Stacking Chairs,1 days 0 hrs 0 mins ,-7.49,277.84
5878,1842,5878,90609,5878,30/08/2011,01/09/2011,Fellowes Command Center 5-outlet power strip,2 days 0 hrs 0 mins ,475.51,689.15
5879,1842,5879,90609,5879,30/08/2011,04/09/2011,"Maxell Pro 80 Minute CD-R, 10/Pack",5 days 0 hrs 0 mins ,189.07,274.01
5880,1842,5880,90609,5880,30/08/2011,04/09/2011,"Iceberg OfficeWorks 42"" Round Tables",5 days 0 hrs 0 mins ,-189.73,468.18
5881,603,5881,87026,5881,11/12/2013,18/12/2013,Staples Colored Interoffice Envelopes,7 days 0 hrs 0 mins ,-28.48,632.23
5882,1726,5882,87198,5882,24/08/2011,26/08/2011,Maxell 4.7GB DVD-R,2 days 0 hrs 0 mins ,85.57,255.42
5883,1726,5883,87198,5883,24/08/2011,28/08/2011,Computer Printout Paper with Letter-Trim Perforations,4 days 0 hrs 0 mins ,33.7,173.2
5884,3340,5884,85980,5884,13/07/2010,14/07/2010,i1000plus,1 days 0 hrs 0 mins ,989.81,"1,434.51"
5885,1893,5885,91262,5885,26/04/2010,30/04/2010,Global Ergonomic Managers Chair,4 days 0 hrs 0 mins ,588.54,928.92
5886,931,5886,87145,5886,19/07/2013,20/07/2013,Xerox 1893,1 days 0 hrs 0 mins ,21.58,162.88
5887,1558,5887,87430,5887,31/08/2012,01/09/2012,GBC VeloBinder Strips,1 days 0 hrs 0 mins ,-3.49,147.17
5888,453,5888,86019,5888,16/12/2011,18/12/2011,V2397,2 days 0 hrs 0 mins ,-129.43,424.67
5889,1707,5889,88785,5889,03/03/2011,07/03/2011,Deflect-O® Glasstique™ Clear Desk Accessories,4 days 0 hrs 0 mins ,7.17,51.57
5890,1707,5890,88785,5890,03/03/2011,07/03/2011,Xerox 197,4 days 0 hrs 0 mins ,22.21,226.62
5891,483,5891,90354,5891,23/10/2010,24/10/2010,Cardinal Poly Pocket Divider Pockets for Ring Binders,1 days 0 hrs 0 mins ,-24.06,8.82
