Sales,State or Province,City
420.75,Texas,Tyler
389.24,Michigan,Troy
13,Michigan,Warren
9.64,Texas,Lufkin
19.9,Oregon,Oregon City
98.68,Arizona,Bullhead City
220.83,California,Redwood City
3635.94,New York,Freeport
89.12,New York,Freeport
279.2,New York,Freeport
1395.41,Alabama,Decatur
345,Wisconsin,Manitowoc
631.51,Ohio,Columbus
765.04,New Jersey,North Plainfield
1794.88,Maine,Sanford
187.23,Tennessee,Johnson City
17.48,Tennessee,Johnson City
1009.99,New York,Oceanside
92.16,New York,Oceanside
8.83,New York,Shirley
46.93,New York,Shirley
2562.07,New York,Shirley
91.1,California,Tracy
14.57,Ohio,East Cleveland
130.26,Utah,Midvale
217.6,Utah,Midvale
560.4,Pennsylvania,Bethlehem
1.65,Pennsylvania,Bethlehem
7.35,Texas,Friendswood
366.61,Kansas,Leavenworth
84.04,Kansas,Leavenworth
297.67,New York,New City
28.95,New York,New City
3689.46,Illinois,Mundelein
1445.68,Illinois,Mundelein
431.11,South Carolina,Columbia
32.07,South Carolina,Columbia
18.91,New Mexico,Carlsbad
587.74,New Mexico,Carlsbad
921.75,New Mexico,Carlsbad
384.22,Washington,Parkland
84.57,Nevada,North Las Vegas
50.41,Indiana,Vincennes
1619.59,Michigan,Madison Heights
45.71,Florida,Tampa
47.4,Oklahoma,Moore
367.52,Virginia,Blacksburg
1576.35,Virginia,Blacksburg
47.93,Illinois,Wheeling
123.08,Missouri,Gladstone
83.56,Florida,Pembroke Pines
748.4,South Dakota,Sioux Falls
133.01,North Carolina,Mooresville
1174.38,Michigan,Pontiac
40.8,Michigan,Pontiac
476.76,Texas,Abilene
388.36,Texas,Abilene
34.94,Texas,Abilene
1656.48,Texas,Abilene
121.9,Arkansas,Rogers
842.83,Indiana,Portage
327.46,Indiana,Portage
2076.06,Arkansas,Searcy
390.31,Tennessee,Morristown
896.62,Washington,Burien
71.83,Washington,Burien
1721.24,California,Coachella
95.48,Utah,Murray
157.74,Utah,Murray
2125.12,Michigan,Livonia
45.05,Michigan,Madison Heights
136.76,Wisconsin,Muskego
2589.01,Tennessee,Farragut
1893.93,Tennessee,Farragut
470.57,Texas,Missouri City
31.52,Ohio,North Ridgeville
1745.89,Ohio,North Ridgeville
266.95,Utah,Springville
39.24,Pennsylvania,Penn Hills
70.64,Massachusetts,East Longmeadow
7.12,Massachusetts,Milton
109.84,Vermont,Rutland
192.52,Texas,Mineral Wells
1200.62,Texas,Mineral Wells
61.87,South Carolina,Spartanburg
48.88,South Carolina,Spartanburg
21.56,South Carolina,Spartanburg
100.97,Ohio,Massillon
44.84,Indiana,Hobart
259.75,Georgia,Martinez
26.83,Georgia,Martinez
10.12,Georgia,Martinez
204.52,California,Fairfield
98.3,Vermont,Rutland
469.25,Maryland,Dundalk
1168.9,Oregon,Beaverton
139.68,Iowa,Newton
575.15,Iowa,Newton
845.07,Maryland,Olney
137,Texas,Spring
67.22,Vermont,Essex Junction
77.61,Massachusetts,Wilbraham
220.37,Vermont,Rutland
1964.53,Louisiana,Houma
3675.48,Indiana,Valparaiso
29.41,Indiana,Valparaiso
604.61,Indiana,Valparaiso
380.79,Illinois,Galesburg
3.2,Montana,Bozeman
380,Minnesota,Owatonna
114.45,Florida,North Miami Beach
88.35,Florida,North Miami Beach
1156.4,Florida,Lake Worth
23.35,Florida,Lake Worth
19.15,Indiana,Kokomo
4343.51,Illinois,Calumet City
1856.51,California,Berkeley
50.47,Utah,Clearfield
1757.15,South Carolina,Greenville
468.56,Connecticut,Cheshire
124.84,Massachusetts,Haverhill
293.76,North Carolina,Wilson
511.42,California,Granite Bay
171.59,Tennessee,Chattanooga
1476.19,Tennessee,Chattanooga
72.76,New Jersey,South Vineland
9133.12,Missouri,Jefferson City
436.88,Missouri,Jefferson City
74.93,Iowa,Council Bluffs
354.46,California,Hacienda Heights
6849.48,California,Hacienda Heights
1206.41,Ohio,Fairborn
74.56,Ohio,Fairfield
70.17,New York,Auburn
277.6,Arizona,Tucson
78.99,Arizona,Bullhead City
61.03,Vermont,Essex Junction
77.42,Florida,Pembroke Pines
132.21,Texas,Harker Heights
103.74,Texas,Longview
1874.5,Colorado,Pueblo West
1323.67,Louisiana,Metairie
393.98,Louisiana,Metairie
65.85,Florida,Ormond Beach
225.04,Oregon,Mcminnville
2570.04,Michigan,Midland
184.13,Illinois,Glenview
192.64,Illinois,Glenview
226.1,Michigan,Madison Heights
35.13,Michigan,Midland
602.36,Alabama,Bessemer
74.01,Missouri,University City
48.1,Missouri,University City
135.69,Vermont,Bennington
2677.07,Massachusetts,Shrewsbury
11.41,Massachusetts,Falmouth
113.11,Oklahoma,Midwest City
185.74,Illinois,Champaign
121.51,South Dakota,Brookings
74.82,Illinois,Aurora
158.33,Illinois,Aurora
891.01,Virginia,Arlington
495.77,California,El Cajon
39.51,South Carolina,Aiken
10.11,Washington,Spanaway
6621.17,Washington,Spanaway
7867.42,Washington,Spanaway
253.78,Washington,Spokane
172,Minnesota,Cottage Grove
53.22,Minnesota,Cottage Grove
206.94,Florida,Lehigh Acres
140.55,Mississippi,Long Beach
7582.99,Mississippi,Long Beach
10.14,Michigan,Canton
64.93,Michigan,Canton
125.19,South Carolina,Columbia
164.49,Delaware,Wilmington
336.2,Delaware,Wilmington
11887.78,Oregon,Portland
94.64,Texas,Wichita Falls
125.86,California,Whittier
172.68,Texas,San Marcos
2805.18,Kentucky,Pleasure Ridge Park
302.71,Kentucky,Richmond
120.81,New Jersey,Hackensack
241.97,Connecticut,Waterbury
1317.49,Arizona,Tucson
114.91,North Carolina,High Point
934.52,North Carolina,High Point
68.14,New Jersey,Montclair
119.93,New York,North Babylon
44.07,New York,North Babylon
104.28,California,Lawndale
77.47,Missouri,University City
858.65,Missouri,University City
173.98,California,Costa Mesa
54.22,Illinois,Plainfield
149.42,Texas,Victoria
289.36,Illinois,Oak Lawn
97.45,Illinois,Oak Lawn
237.99,Colorado,Wheat Ridge
101.31,Idaho,Caldwell
6001.62,California,San Clemente
117.88,Georgia,Athens
368.08,Illinois,Woodridge
37.87,North Carolina,Laurinburg
33.12,Texas,Wichita Falls
176.99,Texas,Wichita Falls
245.03,Texas,Wichita Falls
727.87,Georgia,Martinez
267.32,Georgia,Martinez
80.85,Florida,Carol City
480.51,Florida,Carol City
1249.31,Illinois,Romeoville
192.69,Missouri,Saint Peters
257.41,Tennessee,Morristown
1623.05,Tennessee,Morristown
702.68,Indiana,Anderson
67.24,Indiana,Anderson
23.77,Connecticut,Trumbull
57.63,Wisconsin,Fitchburg
301.98,Illinois,Park Ridge
138.23,California,Murrieta
9629.91,New Jersey,Atlantic City
1754.94,Massachusetts,Wellesley
361.45,Colorado,Littleton
60.5,Texas,Victoria
2079.67,Minnesota,Rochester
514.38,Pennsylvania,Scranton
1617.03,Pennsylvania,Scranton
3961.88,California,Fresno
1369.41,New Jersey,Montclair
33.56,Washington,Redmond
30.96,Louisiana,Baton Rouge
41.51,Louisiana,Baton Rouge
505.61,Arizona,Goodyear
917.56,Arizona,Goodyear
129.43,Florida,Coral Springs
273.82,New York,Holbrook
143.73,Michigan,Saginaw
875.39,Michigan,Saginaw
8.24,Michigan,Saginaw
578.88,Michigan,Pontiac
135.12,Illinois,Collinsville
330.14,Illinois,Collinsville
31.96,Michigan,Lansing
81.45,Kansas,Overland Park
72.75,Colorado,Littleton
415,Maine,Augusta
46.05,Texas,El Paso
3640.81,New York,Holbrook
744.64,New York,Holbrook
652.84,New York,New City
12750.99,New York,New City
20.54,New York,New City
39.32,California,El Dorado Hills
217.39,California,El Dorado Hills
615.42,North Carolina,Eden
82.67,North Carolina,Eden
562.89,North Carolina,Eden
139.66,California,Twentynine Palms
640.33,California,Twentynine Palms
345.07,North Carolina,Wilson
1851.62,Ohio,Cleveland Heights
126,Ohio,Cleveland Heights
4410.19,Ohio,Westerville
8.84,Illinois,Mundelein
185.81,Florida,Port Charlotte
65.52,Florida,Port Charlotte
59.33,New Mexico,Roswell
3253.09,Georgia,Warner Robins
1983.79,Illinois,Glendale Heights
34.35,Texas,San Marcos
9580,Ohio,Steubenville
25.35,Illinois,Naperville
45.03,Illinois,Naperville
153.87,Illinois,Naperville
2800.33,Illinois,Naperville
16.88,Utah,Holladay
6355.69,Virginia,Petersburg
28.09,Virginia,Petersburg
58.37,New York,New City
194.09,California,Thousand Oaks
593.38,Florida,Lake Worth
38.51,New Hampshire,Bedford
10.23,New York,West Islip
914.7,Texas,Paris
181.77,Montana,Bozeman
29.74,Montana,Bozeman
99.22,California,Twentynine Palms
138.87,Missouri,Columbia
952.26,Georgia,Kennesaw
136.6,Alabama,Enterprise
110.45,Washington,Burien
919.09,New Jersey,Elizabeth
88.89,Minnesota,Lakeville
47.28,Minnesota,Lakeville
426.92,Minnesota,Lakeville
245.52,Michigan,Ann Arbor
82.51,Michigan,Ann Arbor
44.77,Michigan,Ann Arbor
1300.54,Mississippi,Olive Branch
38.06,Mississippi,Olive Branch
66.96,Nebraska,Omaha
488.98,New Jersey,Colonia
133.4,New Jersey,Hawthorne
71.68,California,La Mesa
537.56,Florida,Deerfield Beach
144.58,Indiana,Lawrence
52.91,New York,Commack
15.68,New York,Port Chester
69.82,New York,Port Chester
25.1,Michigan,Bay City
7.91,Ohio,Fairfield
24.55,Nebraska,La Vista
34.11,Illinois,Bolingbrook
91.39,Texas,Irving
4935.22,Montana,Bozeman
646.49,Montana,Helena
75.85,Montana,Helena
871.17,New Jersey,Long Branch
259.55,Massachusetts,Pepperell
292.23,Tennessee,Knoxville
19.49,Nebraska,La Vista
1767.28,Florida,Fort Myers
77.64,Florida,Fort Myers
378.23,Colorado,Broomfield
53.42,Florida,Fort Myers
233.58,Utah,Orem
174.47,Maryland,Bowie
230.64,Georgia,College Park
211.15,New Jersey,Roselle
150.6,Georgia,Peachtree City
281.95,California,Twentynine Palms
556.76,California,Twentynine Palms
419.98,California,Twentynine Palms
10301.83,Kansas,Dodge City
745.88,Kansas,Dodge City
266.55,Kansas,Dodge City
24.42,Iowa,West Des Moines
86.21,Oregon,Eugene
1584.24,Oregon,Eugene
324.88,Michigan,Rochester Hills
385.27,Michigan,Roseville
482.74,Pennsylvania,Allentown
21.46,New York,Troy
637.76,Colorado,Commerce City
2156.06,Colorado,Commerce City
669.63,Missouri,Gladstone
11962.24,Texas,Corsicana
140.98,Texas,Corsicana
439.89,Texas,Longview
76.22,Alabama,Hoover
60.47,Iowa,Urbandale
13.41,Iowa,Urbandale
13.96,Pennsylvania,Penn Hills
265.74,Pennsylvania,Penn Hills
1823.04,Pennsylvania,Philadelphia
445.31,Pennsylvania,Philadelphia
32.1,Pennsylvania,Philadelphia
134.56,Illinois,Tinley Park
290.24,Illinois,Des Plaines
971.4,Illinois,Des Plaines
193.51,Illinois,Des Plaines
30.28,Massachusetts,Wakefield
960.07,Utah,Provo
614.32,Utah,Provo
118.99,Georgia,Athens
411.38,Georgia,Athens
54.95,California,Pacifica
224.71,Kansas,Leawood
2022.76,Wisconsin,Milwaukee
1244.48,Wisconsin,Milwaukee
29.04,West Virginia,Huntington
302.83,Maryland,Essex
98.33,Texas,Rosenberg
24.68,Illinois,Country Club Hills
4892,Tennessee,Murfreesboro
1862.4,Tennessee,Nashville
131.07,Tennessee,Nashville
458.25,Minnesota,Rochester
150.79,New Hampshire,Keene
6641.65,Michigan,Jackson
138.32,Michigan,Jackson
410.86,Ohio,Hudson
1733.21,Ohio,Akron
28.87,Ohio,Akron
118.77,Georgia,Rome
95.67,Georgia,Rome
253.87,Michigan,Warren
5880.46,Michigan,Warren
58.67,Massachusetts,Boston
323.07,California,Ontario
161.63,Arkansas,Searcy
29.63,Florida,Deltona
579.99,Florida,Deltona
1399.59,Illinois,Chicago
59.28,Minnesota,Minnetonka
106.99,Georgia,Kennesaw
104.25,Georgia,Kennesaw
20.66,New Jersey,Newark
105.09,Massachusetts,Norton
2291.39,Nebraska,Omaha
366.44,Florida,Boca Raton
69.75,Florida,Boca Raton
30.48,West Virginia,Morgantown
295.12,West Virginia,Morgantown
700.41,Washington,Longview
49.07,Washington,Longview
169.92,Oklahoma,Mustang
268.64,Tennessee,Collierville
87.68,Tennessee,Collierville
37.62,Tennessee,Collierville
89.42,California,Sacramento
315.51,Pennsylvania,Pittsburgh
9117.74,Illinois,Elk Grove Village
1315.55,Illinois,Elk Grove Village
3664.71,California,Fresno
98.17,Illinois,Lansing
15.59,Ohio,Middletown
141.08,Arizona,Peoria
232.95,Massachusetts,Fall River
422.85,Texas,Austin
224.16,Texas,Austin
32.22,Texas,Austin
204.71,Louisiana,New Orleans
320.18,Maryland,Cumberland
47.42,Ohio,Mason
81.1,Illinois,Burbank
36.06,Illinois,Burbank
32.4,Texas,Brownsville
158.84,Texas,Brownsville
13.04,Ohio,Huber Heights
66.13,Kentucky,Louisville
61.66,California,Berkeley
47.26,California,Modesto
35.62,Florida,Kendall
48.5,California,Bakersfield
2839.31,California,Los Banos
29.03,Oregon,Klamath Falls
88.71,Oregon,Klamath Falls
513.59,Pennsylvania,Lancaster
384.59,Idaho,Moscow
3685.42,Idaho,Moscow
82.93,Kentucky,Fort Thomas
3175.15,Florida,Gainesville
232.67,Illinois,Granite City
2402.96,Illinois,Granite City
28.21,New Mexico,Farmington
75.75,New Mexico,Farmington
860.69,New Mexico,Hobbs
88.64,Michigan,Muskegon
43.58,Wisconsin,Green Bay
54.13,Georgia,Woodstock
57.36,Ohio,Whitehall
18.48,Pennsylvania,Wilkes Barre
120.34,Kentucky,Fort Thomas
302.34,Missouri,Gladstone
34.95,New York,White Plains
64.44,New Mexico,Carlsbad
11.08,Oregon,Albany
55.35,Oklahoma,Tulsa
73.48,Tennessee,Nashville
186.58,Idaho,Coeur D Alene
12.99,Virginia,Portsmouth
353.47,Kansas,Hays
167.25,Virginia,Colonial Heights
80.43,Virginia,Colonial Heights
230.29,Colorado,Louisville
62.26,Illinois,Hanover Park
14.94,Illinois,Hanover Park
357.62,Florida,Palm Coast
3057.44,California,Palm Springs
462.57,Maine,South Portland
15.04,Utah,Pleasant Grove
2112.7,Arizona,Tucson
244.24,Arizona,Tucson
257.8,Arizona,Tucson
410.25,Pennsylvania,Hanover
136.01,Pennsylvania,Hanover
367.35,Colorado,Lakewood
3277.49,Vermont,Bennington
1600.41,New Hampshire,Merrimack
17.42,Maryland,Waldorf
45.81,Illinois,Plainfield
33.64,California,Ontario
59.69,California,Ontario
64.34,California,Ontario
1236.77,Texas,Texarkana
3599.76,Texas,Texarkana
63.78,Texas,Texarkana
138.6,Illinois,Carbondale
91.92,North Carolina,Raleigh
398.35,Ohio,Cleveland Heights
6.75,Ohio,Cleveland Heights
274.78,Iowa,Ankeny
10.17,Washington,Walla Walla
5.9,Washington,Walla Walla
794,Oregon,Tigard
21.48,California,Atascadero
123.03,Missouri,Springfield
431.84,Missouri,Springfield
735.7,Illinois,Woodstock
225.59,Illinois,Woodstock
313.63,New Jersey,Cranford
2011.32,New Hampshire,Salem
397.17,New Jersey,Summit
12.48,Illinois,Danville
2003.03,Virginia,Alexandria
84.97,California,Paradise
267.83,Ohio,Elyria
45.79,Michigan,Saginaw
138.49,Florida,Land O Lakes
123,Kentucky,Covington
100.59,Ohio,Delaware
598.38,Ohio,Dublin
215.25,Florida,Jacksonville
138.05,Oregon,Portland
43.03,Illinois,Wheeling
334.44,Missouri,Hazelwood
174.53,Missouri,Hazelwood
1128.74,Mississippi,Columbus
20.26,North Carolina,Laurinburg
42.02,Ohio,Strongsville
193,Texas,Victoria
134.38,California,Redlands
124.95,Nevada,Reno
42.21,Nevada,Reno
1215.72,California,Claremont
112.67,California,Claremont
577.25,Michigan,Warren
4075.18,Michigan,Warren
1798.23,Michigan,Warren
202.44,Maryland,Reisterstown
59.49,Florida,Pensacola
22.82,Nebraska,Kearney
1000.26,Oklahoma,Norman
2184.99,Oklahoma,Norman
1191.2,Oklahoma,Norman
280.02,North Carolina,Jacksonville
81.85,Ohio,Sandusky
84.71,Mississippi,Clinton
269.5,Mississippi,Clinton
7.2,Minnesota,Duluth
32.63,Oklahoma,Bartlesville
44.48,Oklahoma,Bartlesville
12.3,California,Temecula
405.57,Illinois,Pekin
88.34,North Carolina,Laurinburg
55.68,North Carolina,Laurinburg
1991.15,North Carolina,Laurinburg
142.42,Maine,Biddeford
273.04,Connecticut,New London
134.36,Oregon,Coos Bay
34.25,Utah,Midvale
2471.56,South Carolina,Greenville
5872.43,Kentucky,Florence
7.64,Kentucky,Florence
36.4,New York,West Islip
88.18,New York,West Islip
412.55,Kansas,Lenexa
100.62,Kansas,Lenexa
4881.84,Virginia,Burke
7668.79,New York,Tonawanda
1941.74,New York,Tonawanda
3600.65,Florida,Sanford
135.1,North Carolina,Indian Trail
61.79,Oklahoma,Norman
471.72,Oklahoma,Norman
164.88,California,Eureka
1494.63,New York,West Islip
80.98,Georgia,Gainesville
438.85,Illinois,Lansing
277.12,New York,Mount Vernon
206.69,California,Los Banos
810.18,California,Los Banos
11.77,Virginia,Springfield
769.92,Virginia,Springfield
21.58,Florida,New Smyrna Beach
11.95,Florida,New Smyrna Beach
151.18,Georgia,Dunwoody
620.42,Georgia,Dunwoody
97.88,Florida,Pembroke Pines
237.62,Georgia,Statesboro
176.42,Georgia,Statesboro
588.91,New Mexico,Las Cruces
50.73,Pennsylvania,McKeesport
359.83,Iowa,Urbandale
289.55,Iowa,Waterloo
3455.81,Iowa,Waterloo
27.98,Texas,San Juan
6.38,Texas,San Juan
137.77,Texas,San Juan
19.78,California,Danville
685.17,California,Rancho Cucamonga
43.84,California,Redlands
184.18,New York,Plainview
3781.8,Indiana,Fort Wayne
496.4,Indiana,Gary
27.45,Iowa,Newton
302.35,North Carolina,Raleigh
214.14,North Carolina,Raleigh
751.07,North Carolina,Raleigh
54.53,Kansas,Overland Park
983.8,Kentucky,Florence
2837.95,Illinois,Frankfort
16.51,Illinois,Quincy
66.81,Texas,Eagle Pass
438.74,Texas,Eagle Pass
95.05,Michigan,Wyoming
1662.32,North Carolina,Fort Bragg
340.95,Michigan,Redford
61.72,Florida,Winter Park
1403.17,Florida,Winter Park
364.53,Florida,Winter Park
118.61,South Carolina,Aiken
377.31,South Carolina,Anderson
78.62,Texas,Weatherford
27.48,Texas,Weslaco
11.16,California,Encinitas
45.22,California,Encinitas
1166.32,Washington,Kirkland
3538.77,Washington,Lacey
2969.58,Washington,Lacey
3118.15,Mississippi,Jackson
3348.27,New Jersey,Willingboro
99.51,Indiana,Mishawaka
235.54,Indiana,Mishawaka
311.69,Vermont,Essex Junction
4780.84,Arkansas,Sherwood
57.77,Illinois,Granite City
73.57,Florida,Tampa
33.53,Florida,Tampa
246.75,Florida,Tampa
6882.22,Oregon,Troutdale
28.9,California,Anaheim
105.65,California,Anaheim
80.21,Illinois,Burbank
624.1,Virginia,Arlington
592.79,Virginia,Arlington
827.6,Indiana,Portage
8.65,Florida,Jupiter
19.54,Georgia,Forest Park
29.23,Georgia,Forest Park
62.63,Arkansas,Bryant
1133.35,Minnesota,Brooklyn Center
117.12,Michigan,Madison Heights
111.63,Michigan,Madison Heights
43.57,Michigan,Midland
56.92,Oregon,Woodburn
5.48,Oregon,Woodburn
8201.33,Oregon,Woodburn
22.67,Oregon,Woodburn
170.55,Oregon,Woodburn
2769.96,Florida,Miramar
968.23,Mississippi,Horn Lake
1964.67,Mississippi,Horn Lake
575.69,Washington,Redmond
22.78,Washington,Redmond
693.22,Washington,Renton
49.1,Texas,Killeen
6345.17,New York,New Rochelle
103.15,California,Sacramento
6689.89,Maryland,Severna Park
1315.25,Florida,Titusville
122.36,Florida,Titusville
36.56,Iowa,Newton
336.66,Ohio,North Royalton
62.72,New Hampshire,Derry
228.36,Maine,Waterville
34.27,Arkansas,Van Buren
1612.26,California,Saratoga
3267.55,Washington,Redmond
101.3,Illinois,Carol Stream
3855.28,Illinois,Carol Stream
3894.82,Oregon,Oregon City
7851.91,Oregon,Oregon City
68.08,Oregon,Oregon City
1266.06,Nebraska,Omaha
1389.83,Nebraska,Omaha
1774.5,Indiana,Vincennes
1054.69,Indiana,Vincennes
14.53,Maine,Waterville
1020.2,Florida,Sanford
933.72,Maine,Augusta
59.05,New Jersey,West Milford
1125.76,New Jersey,Elmwood Park
75.17,New Hampshire,Nashua
746.03,New Jersey,South Orange
2410.64,Maryland,Laurel
1425.16,Alabama,Florence
34.65,Oklahoma,Bartlesville
205.16,Indiana,Kokomo
583.97,Indiana,Kokomo
133.56,Ohio,Willoughby
167.24,Ohio,Willoughby
2361.02,Ohio,Willoughby
188.43,Ohio,Youngstown
1549.36,Michigan,Sault Sainte Marie
10.17,Minnesota,Maple Grove
1913.84,Texas,Greenville
2692.12,Texas,Greenville
16.38,Texas,Keller
131.45,Texas,Keller
3993.41,Texas,Keller
265.01,Texas,Keller
1175.27,Indiana,Marion
3341.96,New Jersey,Orange
53.24,Maine,Westbrook
57.58,Texas,Weslaco
907.41,Texas,Wichita Falls
72.77,Florida,Poinciana
668.28,Virginia,Waynesboro
534.34,Virginia,Waynesboro
22.61,California,Los Gatos
91.34,Maryland,Middle River
6.13,Maryland,Middle River
871.32,Ohio,North Royalton
310.96,Ohio,North Royalton
1670.17,Illinois,Carbondale
297.19,Washington,Bothell
1354.65,Washington,Bothell
520.91,Washington,Bothell
169.9,Texas,Midland
65.1,Louisiana,Baton Rouge
9642.08,Washington,Bothell
179.36,Washington,Bothell
1033.5,Ohio,North Royalton
221.08,Wisconsin,Fitchburg
60.19,Pennsylvania,Mount Lebanon
34.91,Maryland,Middle River
211.13,Arizona,Mesa
5.59,Georgia,Athens
181.38,Vermont,Bennington
80.62,New Hampshire,Salem
61.52,Connecticut,Fairfield
386.71,Texas,Lancaster
6.74,New Hampshire,Londonderry
1170.61,Pennsylvania,Mount Lebanon
518.18,Montana,Bozeman
387.64,Montana,Butte
45.56,Montana,Butte
10.48,Indiana,La Porte
1485.71,South Dakota,Rapid City
66.04,Maryland,Perry Hall
20552.55,Alabama,Madison
1659.17,Alabama,Madison
1124.79,Colorado,Broomfield
16564.46,Illinois,Danville
7158.1,Illinois,Decatur
281.98,Massachusetts,Ashland
70.06,Colorado,Pueblo West
317.71,Washington,Bremerton
525.05,California,El Dorado Hills
43.33,South Dakota,Brookings
2854.42,Kansas,Olathe
3802.01,North Dakota,Mandan
9.59,Illinois,Tinley Park
88.38,Wisconsin,Watertown
110.68,Ohio,Whitehall
2044.84,Maine,Gorham
324.66,Ohio,Massillon
138.24,Ohio,Massillon
3219.68,Texas,Port Arthur
964.36,Kansas,Leavenworth
4.49,Washington,Burien
230.82,Missouri,Maryland Heights
177.08,Missouri,Clayton
36.82,Minnesota,Oakdale
638.84,Arkansas,Texarkana
373.58,West Virginia,Wheeling
85.07,Maryland,Perry Hall
4179.68,Maryland,Perry Hall
12.26,Ohio,Elyria
71.55,Michigan,Saginaw
517.09,Michigan,Midland
2157.25,Oregon,Grants Pass
66.06,Florida,North Miami Beach
22.82,Nebraska,Kearney
188.66,Nebraska,Kearney
7144.04,New Jersey,Lodi
67.43,Connecticut,Naugatuck
4760.67,Massachusetts,Reading
373.44,Maine,Waterville
3176.64,Indiana,Michigan City
63.66,Oregon,Salem
799.76,Arkansas,Sherwood
160.31,Ohio,Canton
106.75,Arkansas,Bryant
84.59,South Carolina,Myrtle Beach
2000.26,New York,White Plains
2641.63,Pennsylvania,Levittown
280.05,Michigan,Southgate
8.24,Michigan,Waterford
69.45,Michigan,Westland
317.85,Michigan,Westland
206.95,New Jersey,Pennsauken
230.16,New Jersey,Asbury Park
667.84,Tennessee,Knoxville
609.42,Ohio,Mason
52.3,Oregon,Beaverton
168.04,Arkansas,Paragould
948.97,Maine,Auburn
31.46,Connecticut,Newington
885.57,Indiana,Mishawaka
1616.29,Indiana,Mishawaka
726.85,New Jersey,Lindenwold
3828.15,New Jersey,North Arlington
1316.03,Alabama,Decatur
734.75,New Jersey,Hawthorne
10020.48,New Jersey,Maple Shade
8.1,Texas,Wylie
481.91,Michigan,Trenton
1472.88,New York,Yonkers
1635.38,Minnesota,Brooklyn Center
58.48,Minnesota,Brooklyn Center
40.05,Minnesota,Brooklyn Center
518.81,Utah,Murray
41.88,Utah,Ogden
15503.7,North Carolina,Apex
23.63,Ohio,Dublin
49.78,Ohio,Dublin
14.4,Indiana,Crown Point
177.39,Kentucky,Richmond
319.54,Kentucky,Richmond
25.01,Tennessee,Nashville
122.77,Oregon,Eugene
104.15,Utah,Springville
1194.51,Utah,Springville
796.87,Mississippi,Pearl
4354.55,Georgia,Athens
89.43,Wisconsin,Janesville
44.44,Texas,Brownsville
1211.79,Minnesota,Prior Lake
152.13,Arizona,Phoenix
207.91,Arkansas,Conway
55.18,Arkansas,Conway
46.03,Indiana,Anderson
102.83,Indiana,Anderson
369.75,Wisconsin,Wausau
228.1,Wisconsin,Wausau
434.07,Wisconsin,Wausau
1508.18,Wisconsin,Wauwatosa
151.6,Kentucky,Henderson
613.6,Tennessee,Columbia
72.94,Colorado,Loveland
768.81,Tennessee,Germantown
183.39,Tennessee,Hendersonville
12.9,Tennessee,Hendersonville
17.89,Tennessee,Hendersonville
34.18,West Virginia,Beckley
480.9,West Virginia,Beckley
46.51,Wisconsin,Green Bay
319.92,Wisconsin,Green Bay
27.63,Vermont,Rutland
116.5,Virginia,Winchester
607.27,Virginia,Winchester
57.61,Alabama,Hoover
91.13,North Carolina,Wake Forest
67.37,North Carolina,Wake Forest
4967.9,Illinois,Plainfield
1647.33,Illinois,Plainfield
1523.75,Kansas,Emporia
493.14,Kansas,Overland Park
19.66,California,Long Beach
873.76,California,Long Beach
1243.87,Maine,Waterville
8445.41,New York,Cheektowaga
621.56,Ohio,Westlake
416.53,Ohio,Mansfield
3491.94,New Hampshire,Derry
8.53,Oregon,Tigard
206.97,Oregon,Tigard
32.4,California,Los Gatos
212.19,New York,Rotterdam
111.88,New York,Rotterdam
15.95,Minnesota,Edina
127.63,Minnesota,Fridley
22.93,New Mexico,Roswell
18.18,New Mexico,Roswell
3163.41,North Dakota,Grand Forks
13.72,Texas,Abilene
1663.19,California,Berkeley
168.15,Alabama,Madison
1050.08,Colorado,Fort Collins
12.98,Florida,Land O Lakes
88.91,South Carolina,Mauldin
93.97,Kansas,Lenexa
381.72,Maine,Portland
87.84,California,Calexico
1710.18,Florida,Palm Bay
1485.38,California,Los Gatos
74.66,Washington,Burien
419.86,Washington,Des Moines
66.05,Washington,Des Moines
269,Washington,Des Moines
15.7,Ohio,Boardman
680.65,Ohio,Boardman
71.01,Arkansas,Sherwood
659.58,Arkansas,Sherwood
221.82,South Carolina,Anderson
244.09,Illinois,Plainfield
107.4,Illinois,Plainfield
201.94,Mississippi,Clinton
2162.05,Wisconsin,Janesville
996.33,Wisconsin,Janesville
379.55,New York,Yonkers
287.22,New York,Yonkers
2854.99,Florida,Royal Palm Beach
120.51,Florida,Royal Palm Beach
236.46,Nevada,Carson City
73.82,Nevada,Carson City
1114.44,Texas,Cedar Hill
70.98,Texas,Cedar Park
525.87,Ohio,Sandusky
559.62,Ohio,Cleveland Heights
1329.93,Ohio,Cleveland Heights
868.92,Illinois,Vernon Hills
29.85,Florida,Boca Raton
24.79,Louisiana,Houma
53.52,Louisiana,Houma
63.35,Louisiana,Houma
1201.57,Louisiana,Kenner
742.04,Idaho,Pocatello
96.86,Illinois,Hanover Park
304.34,Ohio,Cleveland Heights
3.36,Louisiana,New Orleans
84.92,Illinois,Glendale Heights
90.16,Louisiana,Shreveport
39.17,Minnesota,Fridley
84.68,Ohio,North Royalton
1130.15,Virginia,Portsmouth
54.37,Virginia,Portsmouth
249.07,Georgia,Kennesaw
92.37,Colorado,Thornton
5.23,Colorado,Thornton
1468.42,Vermont,Burlington
633.31,California,Los Gatos
6.45,California,Los Gatos
