Sales,Year
13.01,2010
53.83,2011
3705.14,2010
945.36,2010
35.48,2010
361.94,2011
576.28,2011
1302.61,2011
257.52,2010
163.11,2011
717.04,2013
1300.81,2010
36.47,2013
42.25,2013
344.36,2013
323.05,2012
8140.4,2011
39.97,2013
2177.26,2011
5.63,2011
3.3,2011
4119.8,2011
1634.13,2010
8.3,2010
10.04,2010
151.55,2010
57.03,2010
19.73,2010
615.54,2010
705.47,2012
1794.27,2012
756.03,2011
118.57,2012
119.99,2010
3717.79,2012
17.5,2012
119.53,2012
5.9,2012
11.4,2012
175.11,2013
2208.6,2013
26.42,2011
32.58,2011
4.03,2013
56.19,2010
132.34,2012
715.2,2011
851.68,2012
110.02,2011
1701.4,2011
110.75,2010
42.17,2013
1062.84,2013
250.78,2011
165.02,2012
1749.16,2011
171.71,2013
1096.63,2010
632.12,2010
19.71,2011
366.37,2011
542.75,2011
8026.07,2012
211.91,2012
1415.16,2013
92,2011
247.4,2011
161.32,2013
315.33,2012
107.72,2012
1987.71,2012
139.94,2012
126.9,2010
9280.72,2010
45.64,2012
20.45,2012
8.11,2012
10160.5,2012
379.53,2010
6482.1,2013
238.16,2013
45.35,2013
227.79,2010
105.98,2013
108.82,2013
492.18,2011
540.09,2011
91.02,2013
17.12,2011
90.8,2011
98.96,2010
46.85,2010
93.57,2010
2694.49,2010
415.3,2011
45.69,2011
472.22,2011
277.71,2011
303.72,2013
56.82,2013
1005.73,2013
165.42,2012
74.38,2012
468.52,2012
760.77,2012
1551,2012
1838.82,2013
85.1,2013
37.83,2013
4146.28,2010
656.75,2013
46.89,2012
65.57,2012
45.08,2012
1426.15,2012
1375.48,2012
40.96,2012
1358.02,2010
358.84,2010
10.05,2012
64.41,2010
344.57,2010
70.5,2011
151.78,2012
1321.81,2012
81.31,2012
111.52,2012
105.77,2013
388.41,2013
127.83,2010
608.23,2013
18.43,2013
116.28,2013
25.35,2010
107.81,2011
719.95,2011
1345.33,2010
157.23,2012
4615.69,2012
2239.03,2010
24.83,2013
20.02,2013
78.26,2013
18.8,2011
39.88,2011
668.2,2012
723.54,2010
826.29,2013
483.24,2013
124.3,2013
383.64,2012
142.52,2012
145.62,2013
132.23,2010
805.87,2013
1946.55,2013
32.66,2010
188.33,2013
20.03,2010
761.16,2010
96.68,2013
42.34,2012
43.83,2012
2262.12,2012
41.48,2012
284.88,2013
573.19,2012
268.38,2011
119.26,2011
2485.59,2011
4,2010
461.69,2013
589.8,2010
60.49,2013
541.33,2013
1337.41,2012
62.48,2011
519.76,2011
23.73,2012
394.37,2013
1894.45,2010
200.72,2010
195.33,2013
111.46,2011
193.23,2011
1547.17,2013
20.41,2013
192.5,2013
11.04,2013
33.14,2012
905.82,2012
1243.64,2013
1412.3,2013
1839.91,2010
14.2,2010
43.03,2013
20.74,2013
344.03,2012
16.38,2013
97.96,2010
28.75,2011
9507.12,2011
175.78,2011
73.06,2011
126.34,2011
249.95,2011
204.3,2011
24.27,2012
135.14,2012
11.63,2011
266.06,2012
27.15,2012
7360.2,2010
89.06,2010
134.97,2010
78.77,2013
4291.43,2012
62.64,2012
1785.01,2010
255.83,2010
421.18,2010
334.3,2011
39.65,2012
1089.76,2012
175.07,2011
1409.86,2011
107.35,2012
246.35,2011
67.75,2011
3227.3,2013
8.41,2010
64.78,2013
125.75,2013
1068.22,2012
300.78,2011
254.42,2011
7.67,2011
739.06,2010
281.82,2010
202.41,2010
93.53,2012
22.7,2012
142.6,2011
154.61,2011
125.92,2012
27.99,2013
97.07,2013
1183.01,2013
47.26,2013
523.06,2010
2424.68,2010
502.75,2012
471.72,2012
7092.73,2012
55.05,2011
125.37,2010
5.5,2010
1745.59,2013
345.32,2013
1260.45,2013
33.53,2012
72.25,2011
296.34,2011
92.96,2010
38.42,2011
949.72,2011
738.01,2011
17.64,2010
62.74,2013
227.75,2012
434.31,2010
51.83,2010
6226.83,2011
574.97,2010
115.22,2010
456.58,2010
2485.89,2013
217.63,2012
12.47,2013
72.17,2013
280.45,2013
1394.63,2013
107.55,2013
115.4,2011
23.67,2011
60.33,2011
679.62,2011
2910.12,2011
125.41,2011
792.79,2013
29.7,2011
15.42,2011
579.68,2011
37.43,2012
93.11,2012
36.75,2012
118.72,2012
100.96,2012
2427.18,2010
434.85,2010
19.16,2010
78.6,2013
32.09,2011
2292.05,2011
468.99,2011
1774.7,2011
1377.46,2010
73.19,2011
154.65,2011
4772.09,2012
16.46,2012
8.3,2011
2812.32,2013
1917.35,2013
511.07,2013
1171.67,2012
131.34,2010
98.94,2012
119.38,2013
48.3,2010
58.81,2010
47.38,2010
13.27,2012
6031.88,2013
2259.99,2010
113.76,2013
6.77,2013
92.26,2011
64.37,2011
70.19,2012
3026.67,2012
34.08,2012
90.36,2012
30.66,2012
58.71,2012
1222.58,2012
26.28,2012
160.17,2010
7.47,2010
370.81,2010
9.6,2011
115.41,2011
35.62,2011
42.35,2010
7767.97,2011
4621.92,2011
66.29,2011
2463.01,2011
600.03,2011
89.77,2013
33.89,2013
3550.28,2010
28.22,2010
102.43,2010
908.33,2012
434.68,2013
450.49,2010
118.64,2013
28.03,2013
568.24,2010
162.91,2010
12.2,2011
49.63,2011
724.5,2011
792.89,2011
2012.11,2010
133.07,2011
267.2,2010
171.14,2012
84.48,2012
281.57,2012
10.31,2012
41.65,2012
11571.81,2011
18.55,2012
4996.96,2013
102.54,2010
476.06,2013
29.17,2013
10933.47,2011
70.36,2012
688.73,2012
1488.51,2010
275.01,2013
1331.21,2013
51.84,2013
102.47,2012
202.76,2012
119.86,2010
98.77,2010
2495.35,2010
153.14,2011
163.77,2011
39.8,2011
35.08,2011
5.81,2012
714.29,2011
47.43,2011
34.88,2011
51.06,2013
14.53,2013
438.13,2012
1902.78,2012
794.58,2011
174.54,2013
1838.39,2013
7.12,2012
7.81,2012
91.73,2013
2649.38,2011
15.56,2011
2260.6,2011
317.06,2013
86.12,2010
443.45,2013
188.09,2010
1.62,2011
874.4,2011
106.65,2011
378.69,2011
78.85,2013
113.42,2011
238.28,2011
1959.88,2010
24.83,2011
669.14,2013
4209.71,2011
32.39,2010
89.7,2011
291.72,2012
7.43,2012
221.38,2012
1342.49,2012
526.36,2013
38.65,2010
279.83,2010
24.57,2010
6968.9,2010
1002.3,2013
45.11,2012
323.34,2012
763.15,2012
64.83,2012
32.33,2010
642.06,2010
54.16,2013
170.67,2013
3455.29,2012
433.35,2012
12.91,2012
272.8,2012
121.62,2011
57.81,2011
763.2,2013
100.77,2013
52.73,2011
4729.71,2013
82.45,2012
2370.52,2013
596.07,2013
146.13,2013
1305.9,2013
3537.9,2013
5.33,2013
2446.89,2013
2379.1,2013
135.77,2010
1775.81,2011
1394.17,2013
2930.12,2013
3311.89,2013
36.1,2011
357.9,2013
5587.01,2013
204.12,2011
3081.76,2013
2591.09,2010
426.74,2013
32.6,2010
100.12,2012
5580.11,2011
48.5,2011
168.04,2010
703.46,2010
37.12,2013
2009.5,2013
57.22,2011
558.41,2010
290.22,2010
12.01,2013
1095.98,2013
471.66,2010
119.86,2010
147.5,2011
109.77,2012
983.11,2013
352.01,2013
40.42,2013
31.73,2010
41.56,2012
473.34,2012
156.89,2012
33.55,2012
53.3,2010
39.26,2010
606.51,2010
5.28,2010
64.89,2010
245.38,2011
147.57,2011
73.77,2011
343.61,2012
43.4,2012
358.47,2012
79.66,2013
1937.64,2011
1140.96,2013
64.13,2013
63.45,2013
1320.34,2013
2280.34,2011
47.34,2012
143.76,2012
79.7,2012
17.19,2011
1195.32,2011
7.66,2011
52.27,2013
24.18,2013
1039.52,2013
68.41,2012
321.15,2012
1586.06,2011
228.99,2011
5665.23,2011
7.75,2013
100.99,2010
142.06,2010
363.74,2010
15.93,2010
21.28,2010
86.3,2011
993.98,2012
10.94,2010
731.38,2010
2331.9,2010
27.47,2010
375.4,2013
6.72,2011
306.1,2011
574.24,2011
17.82,2011
264.95,2010
843.72,2011
17.61,2010
1137.6,2010
251.3,2011
506.93,2013
256.41,2013
2230.12,2010
776.85,2012
39.18,2012
38.81,2011
4431.48,2011
2716.09,2010
55.94,2012
1137.49,2012
737.47,2012
1557.26,2013
209.62,2013
30.78,2013
479.84,2012
2846.2,2012
2309.96,2012
53.84,2013
924.8,2010
1733.64,2012
2879,2013
155.77,2013
134.06,2013
7.71,2013
844.99,2013
45,2010
84.56,2010
70.71,2010
9.37,2012
7.73,2012
1116.32,2011
52.18,2012
1183.82,2010
107.66,2010
318.83,2010
23.31,2013
75.74,2012
274.69,2013
76.42,2013
45.2,2011
12684.12,2013
420.75,2013
389.24,2013
13,2013
9.64,2011
19.9,2012
98.68,2013
220.83,2011
3635.94,2013
89.12,2013
279.2,2013
1395.41,2010
345,2012
631.51,2013
765.04,2010
1794.88,2010
187.23,2012
17.48,2012
1009.99,2010
92.16,2010
8.83,2013
46.93,2013
2562.07,2013
91.1,2013
14.57,2012
130.26,2012
217.6,2012
560.4,2013
1.65,2013
7.35,2011
366.61,2013
84.04,2010
297.67,2011
28.95,2011
3689.46,2013
1445.68,2013
431.11,2013
32.07,2013
18.91,2013
587.74,2013
921.75,2013
384.22,2010
84.57,2012
50.41,2011
1619.59,2011
45.71,2013
47.4,2010
367.52,2010
1576.35,2010
47.93,2012
123.08,2012
83.56,2011
748.4,2011
133.01,2012
1174.38,2013
40.8,2010
476.76,2012
388.36,2012
34.94,2012
1656.48,2012
121.9,2011
842.83,2012
327.46,2012
2076.06,2012
390.31,2011
896.62,2012
71.83,2012
1721.24,2010
95.48,2012
157.74,2012
2125.12,2010
45.05,2010
136.76,2011
2589.01,2010
1893.93,2010
470.57,2012
31.52,2011
1745.89,2011
266.95,2010
39.24,2011
70.64,2011
7.12,2011
109.84,2011
192.52,2012
1200.62,2012
61.87,2010
48.88,2010
21.56,2010
100.97,2013
44.84,2011
259.75,2011
26.83,2011
10.12,2011
204.52,2011
98.3,2011
469.25,2012
1168.9,2012
139.68,2012
575.15,2012
845.07,2013
137,2011
67.22,2012
77.61,2012
220.37,2013
1964.53,2013
3675.48,2011
29.41,2011
604.61,2011
380.79,2012
3.2,2012
380,2010
114.45,2013
88.35,2013
1156.4,2011
23.35,2011
19.15,2012
4343.51,2013
1856.51,2012
50.47,2012
1757.15,2010
468.56,2013
124.84,2013
293.76,2013
511.42,2010
171.59,2013
1476.19,2013
72.76,2010
9133.12,2013
436.88,2013
74.93,2010
354.46,2013
6849.48,2013
1206.41,2013
74.56,2013
70.17,2012
277.6,2010
78.99,2010
61.03,2012
77.42,2010
132.21,2013
103.74,2013
1874.5,2013
1323.67,2013
393.98,2010
65.85,2010
225.04,2012
2570.04,2012
184.13,2011
192.64,2011
226.1,2013
35.13,2013
602.36,2013
74.01,2010
48.1,2010
135.69,2013
2677.07,2013
11.41,2012
113.11,2012
185.74,2013
121.51,2011
74.82,2013
158.33,2013
891.01,2013
495.77,2013
39.51,2012
10.11,2010
6621.17,2010
7867.42,2013
253.78,2010
172,2013
53.22,2013
206.94,2011
140.55,2011
7582.99,2011
10.14,2011
64.93,2011
125.19,2010
164.49,2011
336.2,2011
11887.78,2013
94.64,2012
125.86,2011
172.68,2013
2805.18,2010
302.71,2013
120.81,2010
241.97,2010
1317.49,2011
114.91,2010
934.52,2010
68.14,2012
119.93,2013
44.07,2013
104.28,2013
77.47,2010
858.65,2013
173.98,2013
54.22,2011
149.42,2012
289.36,2013
97.45,2011
237.99,2013
101.31,2011
6001.62,2013
117.88,2013
368.08,2013
37.87,2012
33.12,2012
176.99,2012
245.03,2012
727.87,2013
267.32,2010
80.85,2012
480.51,2012
1249.31,2011
192.69,2011
257.41,2012
1623.05,2012
702.68,2010
67.24,2010
23.77,2012
57.63,2011
301.98,2013
138.23,2013
9629.91,2011
1754.94,2011
361.45,2012
60.5,2013
2079.67,2012
514.38,2011
1617.03,2011
3961.88,2013
1369.41,2013
33.56,2013
30.96,2013
41.51,2013
505.61,2013
917.56,2013
129.43,2010
273.82,2011
143.73,2013
875.39,2010
8.24,2010
578.88,2011
135.12,2012
330.14,2012
31.96,2010
81.45,2013
72.75,2010
415,2011
46.05,2012
3640.81,2013
744.64,2013
652.84,2010
12750.99,2010
20.54,2010
39.32,2012
217.39,2012
615.42,2012
82.67,2012
562.89,2012
139.66,2012
640.33,2012
345.07,2010
1851.62,2013
126,2013
4410.19,2010
8.84,2011
185.81,2012
65.52,2012
59.33,2012
3253.09,2012
1983.79,2012
34.35,2013
9580,2010
25.35,2010
45.03,2010
153.87,2010
2800.33,2010
16.88,2010
6355.69,2010
28.09,2010
58.37,2011
194.09,2011
593.38,2013
38.51,2012
10.23,2013
914.7,2013
181.77,2011
29.74,2011
99.22,2010
138.87,2013
952.26,2011
136.6,2011
110.45,2012
919.09,2010
88.89,2013
47.28,2013
426.92,2013
245.52,2013
82.51,2013
44.77,2013
1300.54,2010
38.06,2010
66.96,2013
488.98,2011
133.4,2011
71.68,2011
537.56,2012
144.58,2012
52.91,2013
15.68,2013
69.82,2013
25.1,2012
7.91,2013
24.55,2013
34.11,2010
91.39,2010
4935.22,2010
646.49,2012
75.85,2012
871.17,2013
259.55,2013
292.23,2010
19.49,2010
1767.28,2013
77.64,2013
378.23,2010
53.42,2010
233.58,2011
174.47,2012
230.64,2012
211.15,2010
150.6,2011
281.95,2012
556.76,2012
419.98,2012
10301.83,2011
745.88,2011
266.55,2011
24.42,2011
86.21,2013
1584.24,2013
324.88,2013
385.27,2013
482.74,2013
21.46,2011
637.76,2010
2156.06,2010
669.63,2012
11962.24,2011
140.98,2011
439.89,2011
76.22,2013
60.47,2012
13.41,2012
13.96,2012
265.74,2012
1823.04,2012
445.31,2012
32.1,2012
134.56,2013
290.24,2010
971.4,2010
193.51,2010
30.28,2012
960.07,2013
614.32,2013
118.99,2011
411.38,2011
54.95,2012
224.71,2012
2022.76,2013
1244.48,2013
29.04,2011
302.83,2011
98.33,2013
24.68,2012
4892,2013
1862.4,2013
131.07,2013
458.25,2012
150.79,2012
6641.65,2012
138.32,2012
410.86,2013
1733.21,2013
28.87,2013
118.77,2013
95.67,2013
253.87,2010
5880.46,2010
58.67,2011
323.07,2012
161.63,2012
29.63,2012
579.99,2012
1399.59,2013
59.28,2011
106.99,2011
104.25,2011
20.66,2012
105.09,2012
2291.39,2010
366.44,2010
69.75,2010
30.48,2011
295.12,2011
700.41,2010
49.07,2013
169.92,2013
268.64,2010
87.68,2010
37.62,2010
89.42,2013
315.51,2011
9117.74,2012
1315.55,2012
3664.71,2012
98.17,2010
15.59,2013
141.08,2012
232.95,2012
422.85,2012
224.16,2012
32.22,2012
204.71,2013
320.18,2012
47.42,2013
81.1,2011
36.06,2011
32.4,2011
158.84,2011
13.04,2012
66.13,2011
61.66,2011
47.26,2012
35.62,2012
48.5,2011
2839.31,2011
29.03,2011
88.71,2011
513.59,2011
384.59,2013
3685.42,2013
82.93,2011
3175.15,2012
232.67,2012
2402.96,2012
28.21,2013
75.75,2013
860.69,2013
88.64,2012
43.58,2011
54.13,2011
57.36,2012
18.48,2012
120.34,2010
302.34,2010
34.95,2013
64.44,2011
11.08,2012
55.35,2012
73.48,2012
186.58,2012
12.99,2011
353.47,2011
167.25,2011
80.43,2011
230.29,2012
62.26,2013
14.94,2013
357.62,2012
3057.44,2012
462.57,2010
15.04,2013
2112.7,2013
244.24,2011
257.8,2013
410.25,2011
136.01,2011
367.35,2011
3277.49,2013
1600.41,2013
17.42,2010
45.81,2012
33.64,2013
59.69,2011
64.34,2011
1236.77,2011
3599.76,2011
63.78,2013
138.6,2012
91.92,2010
398.35,2011
6.75,2011
274.78,2011
10.17,2013
5.9,2010
794,2013
21.48,2013
123.03,2010
431.84,2010
735.7,2010
225.59,2010
313.63,2010
2011.32,2010
397.17,2010
12.48,2013
2003.03,2013
84.97,2013
267.83,2010
45.79,2013
138.49,2013
123,2010
100.59,2010
598.38,2010
215.25,2010
138.05,2011
43.03,2011
334.44,2010
174.53,2013
1128.74,2010
20.26,2013
42.02,2011
193,2012
134.38,2010
124.95,2013
42.21,2011
1215.72,2013
112.67,2013
577.25,2010
4075.18,2010
1798.23,2010
202.44,2013
59.49,2010
22.82,2013
1000.26,2010
2184.99,2010
1191.2,2010
280.02,2013
81.85,2013
84.71,2011
269.5,2011
7.2,2010
32.63,2011
44.48,2011
12.3,2013
405.57,2010
88.34,2011
55.68,2011
1991.15,2011
142.42,2011
273.04,2011
134.36,2011
34.25,2013
2471.56,2012
5872.43,2012
7.64,2012
36.4,2012
88.18,2012
412.55,2013
100.62,2013
4881.84,2010
7668.79,2013
1941.74,2013
3600.65,2010
135.1,2012
61.79,2012
471.72,2012
164.88,2011
1494.63,2010
80.98,2012
438.85,2013
277.12,2010
206.69,2012
810.18,2012
11.77,2013
769.92,2013
21.58,2012
11.95,2012
151.18,2013
620.42,2013
97.88,2011
237.62,2010
176.42,2010
588.91,2012
50.73,2013
359.83,2011
289.55,2011
3455.81,2011
27.98,2012
6.38,2012
137.77,2012
19.78,2012
685.17,2011
43.84,2011
184.18,2013
3781.8,2011
496.4,2011
27.45,2010
302.35,2012
214.14,2012
751.07,2012
54.53,2013
983.8,2012
2837.95,2012
16.51,2013
66.81,2010
438.74,2013
95.05,2012
1662.32,2013
340.95,2013
61.72,2011
1403.17,2011
364.53,2011
118.61,2013
377.31,2013
78.62,2011
27.48,2011
11.16,2010
45.22,2010
1166.32,2013
3538.77,2013
2969.58,2013
3118.15,2012
3348.27,2012
99.51,2011
235.54,2011
311.69,2013
4780.84,2012
57.77,2013
73.57,2011
33.53,2011
246.75,2011
6882.22,2011
28.9,2013
105.65,2013
80.21,2012
624.1,2011
592.79,2011
827.6,2011
8.65,2010
19.54,2012
29.23,2012
62.63,2011
1133.35,2012
117.12,2011
111.63,2011
43.57,2011
56.92,2013
5.48,2010
8201.33,2010
22.67,2010
170.55,2013
2769.96,2013
968.23,2013
1964.67,2013
575.69,2013
22.78,2013
693.22,2013
49.1,2010
6345.17,2013
103.15,2013
6689.89,2013
1315.25,2012
122.36,2012
36.56,2013
336.66,2012
62.72,2013
228.36,2013
34.27,2013
1612.26,2013
3267.55,2010
101.3,2013
3855.28,2010
3894.82,2012
7851.91,2012
68.08,2012
1266.06,2012
1389.83,2012
1774.5,2010
1054.69,2010
14.53,2010
1020.2,2013
933.72,2011
59.05,2011
1125.76,2010
75.17,2010
746.03,2010
2410.64,2012
1425.16,2013
34.65,2010
205.16,2011
583.97,2011
133.56,2012
167.24,2012
2361.02,2012
188.43,2012
1549.36,2011
10.17,2012
1913.84,2010
2692.12,2010
16.38,2013
131.45,2013
3993.41,2013
265.01,2013
1175.27,2011
3341.96,2013
53.24,2013
57.58,2011
907.41,2011
72.77,2013
668.28,2011
534.34,2011
22.61,2013
91.34,2012
6.13,2012
871.32,2013
310.96,2013
1670.17,2012
297.19,2013
1354.65,2013
520.91,2013
169.9,2013
65.1,2012
9642.08,2012
179.36,2012
1033.5,2011
221.08,2013
60.19,2013
34.91,2010
211.13,2010
5.59,2012
181.38,2012
80.62,2012
61.52,2010
386.71,2011
6.74,2013
1170.61,2011
518.18,2013
387.64,2013
45.56,2013
10.48,2011
1485.71,2011
66.04,2013
20552.55,2010
1659.17,2013
1124.79,2012
16564.46,2012
7158.1,2012
281.98,2011
70.06,2010
317.71,2012
525.05,2013
43.33,2013
2854.42,2013
3802.01,2010
9.59,2013
88.38,2012
110.68,2010
2044.84,2013
324.66,2013
138.24,2011
3219.68,2011
964.36,2013
4.49,2013
230.82,2013
177.08,2012
36.82,2010
638.84,2011
373.58,2011
85.07,2012
4179.68,2012
12.26,2013
71.55,2013
517.09,2012
2157.25,2013
66.06,2013
22.82,2010
188.66,2010
7144.04,2011
67.43,2011
4760.67,2011
373.44,2011
3176.64,2012
63.66,2013
799.76,2010
160.31,2013
106.75,2012
84.59,2010
2000.26,2011
2641.63,2012
280.05,2013
8.24,2013
69.45,2011
317.85,2011
206.95,2011
230.16,2012
667.84,2010
609.42,2013
52.3,2013
168.04,2010
948.97,2010
31.46,2010
885.57,2011
1616.29,2011
726.85,2012
3828.15,2012
1316.03,2010
734.75,2012
10020.48,2012
8.1,2011
481.91,2013
1472.88,2013
1635.38,2010
58.48,2010
40.05,2010
518.81,2013
41.88,2013
15503.7,2013
23.63,2012
49.78,2012
14.4,2011
177.39,2011
319.54,2011
25.01,2013
122.77,2013
104.15,2013
1194.51,2013
796.87,2013
4354.55,2010
89.43,2011
44.44,2013
1211.79,2013
152.13,2013
207.91,2012
55.18,2012
46.03,2013
102.83,2013
369.75,2012
228.1,2012
434.07,2012
1508.18,2012
151.6,2010
613.6,2012
72.94,2012
768.81,2010
183.39,2010
12.9,2010
17.89,2010
34.18,2012
480.9,2012
46.51,2013
319.92,2013
27.63,2013
116.5,2011
607.27,2011
57.61,2012
91.13,2012
67.37,2012
4967.9,2012
1647.33,2012
1523.75,2012
493.14,2013
19.66,2013
873.76,2013
1243.87,2013
8445.41,2013
621.56,2010
416.53,2013
3491.94,2011
8.53,2011
206.97,2011
32.4,2010
212.19,2013
111.88,2013
15.95,2010
127.63,2013
22.93,2013
18.18,2013
3163.41,2012
13.72,2012
1663.19,2012
168.15,2013
1050.08,2010
12.98,2012
88.91,2012
93.97,2011
381.72,2011
87.84,2011
1710.18,2013
1485.38,2013
74.66,2013
419.86,2013
66.05,2013
269,2013
15.7,2010
680.65,2010
71.01,2011
659.58,2011
221.82,2012
244.09,2013
107.4,2011
201.94,2013
2162.05,2012
996.33,2012
379.55,2011
287.22,2013
2854.99,2013
120.51,2013
236.46,2010
73.82,2010
1114.44,2012
70.98,2012
525.87,2011
559.62,2011
1329.93,2011
868.92,2011
29.85,2010
24.79,2013
53.52,2013
63.35,2013
1201.57,2013
742.04,2012
96.86,2010
304.34,2010
3.36,2012
84.92,2012
90.16,2013
39.17,2010
84.68,2013
1130.15,2010
54.37,2010
249.07,2010
92.37,2011
5.23,2013
1468.42,2013
633.31,2012
6.45,2012
286.73,2012
2011.23,2012
181.47,2012
3219.44,2011
305.06,2011
3286.88,2013
6158.41,2013
891.61,2013
165.04,2013
10.82,2012
348.69,2013
789.78,2013
49.58,2011
2381.01,2013
85.72,2012
6.75,2011
199.18,2011
394.51,2010
49.09,2011
1181.49,2011
24.39,2013
35.59,2013
299.74,2012
1824.33,2010
202.58,2013
550.37,2013
619.14,2012
148.47,2011
428.8,2011
1121.23,2013
56.24,2010
95.72,2013
544.79,2011
120.62,2012
108,2013
386.92,2011
24.91,2013
47.19,2013
410.35,2012
333.6,2013
670.73,2013
1380.05,2013
929.41,2013
100.1,2013
92.35,2012
1223.77,2012
587.87,2012
262.76,2013
1053.61,2013
17.4,2011
1057.32,2011
81.2,2011
64.41,2011
143.99,2012
52.21,2010
170.32,2010
554.18,2012
34.47,2012
37.02,2012
712.88,2011
189.79,2013
834.63,2011
47.98,2013
244.77,2013
47.55,2012
16.03,2010
18.68,2010
36.3,2010
1158.91,2011
864.7,2011
43.35,2013
159.92,2012
3241.71,2012
68.89,2012
172.76,2011
64.96,2010
19.14,2010
15,2011
115.94,2013
212.01,2012
12.43,2012
52.42,2011
744.98,2012
1923.81,2013
62.48,2013
111.93,2012
772.56,2010
1249.94,2011
2077.9,2011
141.59,2010
2289.39,2013
7702.62,2013
203.05,2010
166.53,2013
6791.82,2013
278.06,2012
108.99,2010
69.48,2012
2839.28,2012
104.69,2013
93.82,2010
367.27,2012
123.65,2012
579.55,2012
641.11,2010
15.3,2013
161.82,2012
46.83,2012
86.04,2013
8167.83,2013
247.42,2012
1565.1,2012
420.29,2013
28.16,2013
4681.37,2012
169.45,2012
174.01,2012
75.81,2010
2630,2010
131.69,2010
234.15,2012
739.9,2013
962.5,2012
94.66,2012
26.01,2010
160.67,2013
342.71,2013
6676.61,2010
9.91,2013
45.24,2012
2116.92,2012
63.31,2013
1319.71,2011
164.31,2011
19.25,2011
29.6,2011
1709.45,2011
1815.79,2013
1547.2,2013
39.81,2013
20.36,2011
50.36,2011
73.96,2010
201.82,2012
58.95,2010
3672.89,2010
11.74,2010
179.68,2011
609.6,2011
13.38,2011
876.88,2013
174.85,2013
169.13,2013
51.02,2010
1226.64,2013
13.53,2013
165.71,2010
9.58,2011
25.27,2011
75.18,2011
1005.62,2013
427.71,2011
10392.84,2013
74.77,2010
127.81,2010
384.21,2013
2786.27,2013
1996.16,2013
60.81,2011
406.12,2011
65.47,2011
248.84,2010
60.03,2013
1978.22,2013
142.35,2013
2443.57,2013
3597.63,2013
1355.05,2012
152.05,2010
2.87,2012
20.97,2012
2149.08,2011
834.22,2012
1038.84,2013
16.64,2013
20.51,2011
34.39,2013
42.68,2013
52.03,2012
357.92,2012
79.77,2012
130.69,2012
1029.96,2010
476.67,2013
161.87,2013
995.95,2013
14.77,2010
1861.78,2013
438.33,2010
38.11,2010
701.8,2012
2614.1,2012
3674.97,2012
63.35,2013
81.06,2013
46.54,2011
391.86,2013
566.79,2012
8127.55,2012
5835.41,2010
412.89,2013
807,2010
464.94,2010
157.33,2010
31.44,2010
1307.4,2011
2748.21,2010
93.19,2010
206.78,2013
189.77,2012
48.04,2012
92.76,2013
49.23,2013
67.04,2012
73.33,2012
93.86,2012
1597.18,2011
190.81,2013
282.38,2010
78.54,2010
605.1,2010
7.63,2013
1346.32,2010
59.96,2013
1075.54,2013
492.26,2013
15.3,2012
38.51,2013
427.48,2013
16.03,2013
161.3,2013
16.71,2012
58.52,2012
22.22,2011
71.55,2011
7318.68,2011
5.58,2012
679.63,2012
258.8,2013
20.7,2013
119.86,2013
122.4,2011
58.16,2011
767.92,2011
396.19,2010
63.66,2010
5342.75,2013
276.84,2013
275.34,2013
60.48,2013
5.29,2011
1772.96,2012
477.2,2010
77.39,2012
1292.46,2013
674.55,2010
3226.14,2011
5161.2,2011
5069.86,2012
150.65,2012
2163.9,2011
157.72,2011
18.9,2013
100.62,2013
1754.29,2013
675.27,2013
87.21,2010
40.15,2010
347.23,2010
478.23,2010
31.86,2013
115.89,2011
3670.98,2012
805.99,2010
184.24,2013
163.63,2013
614.7,2013
54.62,2013
2767.95,2010
20.17,2012
431.7,2012
381.56,2012
39.87,2011
2615.64,2011
114.38,2013
13.38,2013
3246.7,2012
63.91,2013
17.31,2010
23.56,2010
185.36,2013
473.53,2010
1786.04,2010
35.14,2012
103.31,2012
226.89,2013
8.27,2013
16.64,2013
63.9,2013
888.48,2013
1858.23,2013
1491.25,2013
168.06,2012
144.26,2013
47.96,2011
396.34,2013
122.09,2013
87.68,2013
55.21,2011
1126.05,2011
133.53,2012
245.34,2012
20.94,2011
72.58,2011
81.85,2012
190.8,2013
251.49,2013
134.19,2013
55.08,2010
132.94,2013
1500.82,2013
1628.35,2013
7.15,2012
1060.53,2011
84.72,2011
29.81,2012
40.07,2013
106.96,2013
190.91,2013
122.1,2011
191.1,2010
28.05,2010
175.73,2013
4983.05,2012
1341.62,2013
53.96,2013
4.33,2013
28.87,2013
80.58,2010
498.31,2010
57.14,2010
72.26,2012
1066.54,2010
28.13,2013
60.59,2011
192.53,2011
15.88,2011
3766.84,2013
4258.78,2013
57.91,2013
69.44,2013
151.34,2010
171.66,2012
237.12,2013
4691.9,2011
65.66,2012
134.96,2012
343.3,2012
94.44,2013
25.77,2012
1132.84,2010
143.63,2010
73.04,2010
33.35,2010
60.24,2010
13.42,2012
85.77,2011
36.16,2011
45.66,2011
157.81,2010
19.44,2010
4636.63,2010
7669.71,2011
316.62,2011
135.49,2011
98.27,2011
116.11,2013
44.15,2013
50.24,2011
17.16,2011
84.94,2011
168.82,2011
461.32,2011
3935.87,2011
519.3,2013
3084.04,2013
570.2,2012
33.72,2013
137,2012
96.14,2012
111.86,2010
765.89,2012
732.4,2012
43.94,2010
25.85,2010
108.85,2013
36.58,2013
212.65,2013
26.68,2012
1201.35,2012
